节点编号,原文,设计行为,源节点
1,健康陪伴，我可能得首先要了解一下中老年人的一些常见病,基于功能的分析,0
2,这里可能会有一些慢病要长期监管的，然后一些什么突发疾病,基于功能的先例,1
3,这里我要分析下这个机器人怎么帮助中老年人应对疾病,基于功能的分析,2
4,目前能够想到的一些竞品。那种什么华为手环、小米手环之类的？,基于功能的先例,3
5,那他们也不是机器人？,基于功能的评估,4
6,如果机器人的话，他能不能随便携带？,基于行为的分析,5
7,感觉不能随时携带的话，机器人怎么监测老人？,基于行为的分析,6
8,现在有那种什么红外线，什么紫外线那种可以用来监测,基于行为的先例,7
9,感觉现有的一些健康产品好像都是要可穿戴的,基于结构的先例,8
10,它这个是能可穿戴的机器人，他说是比如说是那种手机的语音助手，它也可以看成是一个机器人，不是一个实体机器人是个虚拟的机器人,基于结构的分析,9
11,实体机器人的话，所以我就觉得很疑惑,基于结构的评估,10
12,实体机器人我就想到了机器人是那种贼大的玩意,基于结构的先例,11
13,那不能携带的话，健康机制是什么,基于行为的评估,12；7
14,或许会不会是那种跟测什么高血压，高血脂、体重秤那种机器的结构一样,基于结构的先例,13
15,你要用的时候你就把你的手放上去，它就可以给你监测了,概念合成-行为,14
16,那姑且就按那种想法，按照职能体重秤的监测机制,基于行为的评估,15
17,就好像还有一种智能穿衣镜，我记得人可以直接照镜子里的东西去做那些什么健身操之类的,基于行为的先例,16；13
18,还能按照智能穿衣镜的监测机制,概念合成-行为,17
19,要用的时候人站上去，或者用手握住它。,概念合成-行为,18
20,机制的话就姑且这样，我也没见过这种产品,基于行为的评估,19
21,外观的话，给中老年人的话，首先要便于挪动,基于结构的分析,20
22,那就是带个轮子,概念合成-结构,21
23,然后高度可调节,概念合成-结构,22
24,然后，持握的部分，肯定是得符合人机，让人家舒服一点,概念合成-结构,23；19
25,其他的，我得带个大带个屏幕吧！,概念合成-结构,24
26,设置个语音助手啥的,概念合成-结构,25
27,外观硬件部分姑且想到这么多，接下来分析软件,基于结构的评估,26
28,软件主要功能一个是个性化的设置,概念合成-功能,27
29,就是平时有什么疾病，吃什么药，然后会按时提醒你吃药、或者体检之类的,概念合成-功能,28
30,再就是一个健康知识科普,概念合成-功能,27
31,这个感觉一般都有,基于功能的评估,30
32,就然后就是一些测量指标相关的，什么心率、血压之类的,概念合成-功能,27
33,他要测量的话需要摄像头不？,基于功能的分析,32
34,万一他老人家突然发生了点什么疾病，独居老人的话。他感受到风险，然后自动向设置的紧急联系人发消息,概念合成-行为,33
35,像什么苹果手环说你可能摔死，出了意外情况,基于行为的先例,34
36,健康陪伴机器人的话，陪伴还要人文主义关怀一下,基于功能的分析,27
37,设置一个虚拟的语音形象，陪你聊天吧,概念合成-功能,36
38,可以有主动交互，比如天冷了，提醒你穿衣服。,概念合成-行为,37
39,再把功能罗列下，健康指标的测量；虚拟形象互动；然后提醒吃药之类的，就主打这三个功能吧,基于功能的评估,37；29；32
40,把这几个功能点拆分成三个方案,基于功能的分析,39
41,方案一主打的就是个健康监测，对标华为手环,基于功能的分析,40；32
42,适用人群是有慢性疾病的中老年人患者，需要体检检查,基于功能的分析,41
43,有没有可能用贴片，身体随身带着贴片,概念合成-结构,42
44,然后在机器人实时记录当时身体状况，可以生成每日每周健康风险评估报告,概念合成-行为,43
45,一旦监测到异常指标，立刻提醒，并向监护人发信息。,概念合成-行为,44
46,然后这种外观，应该会是那种小型机器吧，就是固定在某处的，不用随时移动的,概念合成-结构,45
47,自身带个小屏幕进行相关设置，,概念合成-行为,46
48,也可以连接手机远程操控,概念合成-行为,47
49,方案二的话，那就可能更多的像是对话机器人那种吧，治疗心理疾病,基于功能的分析,37；40
50,因为怎么说心理疾病也是一种健康疾病。你会不会是说老年痴呆症这种,基于功能的先例,49
51,子女好友不在身边的时候，提供一些什么人文关怀,基于功能的分析,36
52,这种肯定有语音功能的,概念合成-功能,51
53,我感觉现在语音都还挺不靠谱的，没那么智能,基于功能的评估,52
54,那我的这个方案的语音对话是可以陪伴阅读、下棋、逗鸟、打太极。,概念合成-功能,53
55,主旨的话就是给用户家人般的陪伴,基于功能的分析,54
56,从外观上，比较可爱一点，温暖一点,基于结构的分析,55
57,那会是那种圆润的，可能一堆曲面，当然还要适度的拟人化一点,概念合成-结构,56
58,但是又不能太拟人，避免恐怖谷效应,基于结构的评估,57
59,然后方案三的话，是提醒功能,基于功能的分析,29；40
60,用药提醒、健康提醒,概念合成-功能,59
61,现在好像有一些智能药盒已经有了这些功能,基于功能的先例,60
62,那就类似于智能药盒，提醒按时用药，避免漏服或者多服,概念合成-功能,61
63,可能暴露高危环境时及时提醒,概念合成-功能,62
64,远程就诊，查询就医信息,概念合成-功能,63
65,这种的话可能就要求便于携带的，就做成一个做成可穿戴设备,概念合成-结构,64
