节点编号,原文,设计行为,源节点
1,拿到命题，首先。与现有的产品不同的新产品。专用中老年人现有的产品，我要去思考现有的产品有什么在脑海中搜索一下。,基于功能的分析,0
2,然后，新产品的定义又是什么？什么叫新产品,基于功能的分析,1
3,现有的产品可能现在比较多的就是拟人化的机器人，可能只是一个单纯的人形造型，配有一些简单的提示功能,基于结构的先例,1
4,市面上落地的这些可能比较多，它到那这个题目它到底是走一个？实际落地的，说它做一个比赛的概念性产品，我打一个问号,基于功能的分析,0
5,我觉得从一个落地的角度去看，那可能拟人化的机器人，具有一些简单提示功能。然后钣金结构的会多一些什么的，,基于功能的先例,4
6,但是如果从一个比赛概念型来做的话，它有很多的这个现有的陪伴性，但主要还是以人行为主，加上各种人形为主，然后加上各种的辅助功能。,基于功能的先例,4
7,比如说像什么吃药？出门提醒！或者说监测什么的？这一类的,基于功能的先例,6
8,那这个时候除了健康之外，他可能还有一个陪伴的过程中，他可能还有一个情感的维度，如何去体现？,基于功能的分析,7
9,所以我们的新方案它是新在哪？,基于功能的分析,8
10,首先我觉得它可以有一个子母体的设计。母子体的设计的意思有一个主体有附体。,概念合成——结构,9
11,母子体的设计，这样的话。或者说A加B款的设计，这样的话可能跟市面上已有的单个的陪伴机器人起码从外形造型上会拉开一些差距,基于结构的评估,10；5
12,再者从这个功能上来讲的话，从情感的维度来看，拟人化我觉得是最基本的,基于功能的分析,11
13,那怎么让它在现有的年轻化的基础上，去增加他的情感维度？,基于功能的分析,12
14,那可能就是要从交互的层面去做吧。,基于行为的分析,13
15,交互的层面，比如说借鉴我们家智能汽车电动汽车。,基于行为的先例,14
16,他在做？驾驶的过程中，你平常你喊他的时候就是喊他的名字，但是你可以设定他的称呼，他的昵称,基于行为的先例,15
17,我老公就把她的昵称设置成了我闺女的名称，每次上车就是会。你好暖心，请帮我打开空调，,基于行为的先例,16
18,我觉得也是一个情感化互动的过程吧，借鉴家里的这车,基于行为的评估,17
19,功能上我觉得，中老年人他的健康陪伴的话。首先要去拆分，就是他的所谓的健康跟陪伴的维度是什么？,基于功能的分析,0
