节点编号,原文,设计行为,源节点
1,首先想的第一个方案可能是。添一种类似于。天猫精灵或者？百度的小度一样的。语音机器。,基于功能的先例,0
2,这一类机器人我先给它简单起名叫语音机器。然后。,概念合成-功能,1
3,因为是在中老年人陪伴以及。健康方面的一些考虑，所以第一方面可以想到了比较常见的这些主流的语音机器。,基于功能的分析,0；1
4,然后首先在功能上面的话，它会需要有一些基础的功能,基于功能的分析,1
5,比如说类似于。各种。智能。机器人都会有的一些。天气预报。以及一些。语音通话。视频通话。以及。比较基本的照片，图库。讲功能。这是一些基本的。基础功。,概念合成-功能,1；4
6,此外呢，会有一些。比较附加的独特的一些。功能，比如说会有一些偏健康方面的。每每日会有一些类似于健康的。小贴士。播报。以及。健康的管理。,概念合成-功能,3
7, 类似于。苹果。自带的健康管理。例如。心率。等。健康。的身体指标。,基于功能的先例,6
8,另外可能偏向于中老年人会有一些。老年病。,基于功能的先例,3
9,它也会有一些偏向于药物。提醒方面的管理。,概念合成-功能,8
10,除了上面比较常见的语音视频是跟家人之间陪伴的话，他可能还会需要有一些。偏向于。Ai智能陪伴方面的功能。比如。类似于。某种。人物。形象的。聊天，语音聊天。机器。,概念合成-行为,3；5
11,陪伴就先想这一点吧，因为它只是一个基础的语音机器，它不不具备一些。行动的人。,基于功能的评估,11
12,在结构方面。会有一些类不同于。现有的。天猫精灵。小度。等。那。类似于。一样的。机器。他会,基于结构的先例,1
13,更加偏向于现有偏向于。家中某一类。电子。产品我。某一类实体产品，比如。台灯。闹钟。冰箱。等。和家庭风和家庭。产品融合在？一起。形式。这是它在外观上的。,概念合成-结构,12
14,除此之外，可以在补充一些颜色方面。比如说像。常规的。塑料配。以及。更符合。老年人。中老年。洗。哎。对。实木。心中。对。,概念合成-结构,13
15,第二个方案它就会是一些。类似于实体，类似于拟人风格的这种。机器可以行走的这种。可独立行走的？机器。,概念合成-结构,0
16,我先描述一下这个。机器人的结构。在结构方面。并非。医院里的机器。,基于结构的先例,15
17,嗯，减少中老年。对对。对。没有生命。的形象的恐惧。,基于结构的评估,16
18,他。整体结构分为上下两部分。上半部分。,概念合成-结构,15
19,这样的结构可以。让他。重心。更稳定。同时。快。移动。,基于结构的评估,18
20,上半部分的球形屏幕。可以展示。各种。表情。,概念合成-行为,18
21,增加用。用。成。情感化设计的。角度增加用户的。,基于行为的评估,20
22,在功能上。他也是首先会具备基础的。供。像是。像这些应该像是偏软性的一些功能。,基于功能的分析,15
23,此外，机器人与上个机器人的区别在于它会有一些。物理上的技术功能。端茶送水。安抚。等功能。,概念合成-功能,22
24,我们回到我们的重点，它是一个健康陪伴。所以他在健康方面的功能。也是会有一些独特之处。,基于功能的分析,15
25,比如说。人体扫描。体检。点击扫描。呃，扫描。人体数据。发现。外科疾病。可爱的。还会有一些。类似于上面。健康夺宝。药物管理。还有。健身。健身可以放在陪伴里，所以最后一点就是他在陪伴上的功能。,概念合成-功能,24
26,第一点就是它的亮点。还可以陪伴健身？比如。监督。饮食。作息。运动。陪伴陪伴。健康。恋爱。还会有。做游戏。情绪等。汤姆猫。好，就是这个机器人在功能上的一些。创新。,概念合成-行为,25
27,最后一个方案。我会再进行创新一点。三。嗯，他是机器人。嗯。所以最好还是有实体结构。呃，最后一个机器。我会往飞行方面考虑它是一个。,概念合成-结构,0
28,类似于无人机一样的。,基于结构的先例,27
29,结构方面第一点。它是一个，首先它外形类似于。他的。分成两个部分？同样也分成。上下。两个。不是。上班。部分。是。飞行。动力。部分。下载部分是？主体。主干。首先在上半部分。飞行动力。类似于。主流的。无人机。没有。四套。保证。对。家中。危险。稳定。同时。两片。轻薄。没用。老板。焊接。去吧。,概念合成-结构,28
30,轻盈。无声。也。避免了。对。用户造成误伤。,基于结构的评估,29
31,下班。对主干。结构。类似于一个。求。有体。可。左右。和水平。360度。垂直。120度附加。确保。有。同时。球形。是啊。没有。,概念合成-结构,28
32,屏幕。语音。对吧。没有。女人。女人的可爱！面部形象。展示给用户。,概念合成-行为,31
33,功能上面的话。首先，它基本的软性基础。我有界限。天气预报，语音视频通话可能就没有视频通话。,概念合成-功能,5；28
34,因为。仰着脖子跟。呃，因为曲形屏幕。 不敢保证视频的效果，,基于结构的评估,33
35,但是它可能会有一个。同意。对。公的。投影。充当电视。照片图库好！,概念合成-结构,33
36,硬性。呃，物理基础。功能。没有。类型。端茶送水。遛猫，遛狗。健康。健康功能。,概念合成-功能,27
37,健康功能。同样会有一些上述的。扫描。论题书。发现外科疾病健康播报，药物管理。还有。代替人类就医。嗯，不能叫代替。辅助人类。,概念合成-功能,36；9
38,不是。物理还可以有一个。取送外卖。或者药物。陪伴过。我类似于上。陪伴做游戏！Ok我这三个方案应该是。,概念合成-功能,37
