节点编号,原文,设计行为,源节点
1,首先外形方面可能也很不一样，有那种很小的，或者是很大的,基于结构的分析,0
2,第一个就先考虑体积比较大一点的，整体外形可能像那种酒店里的那种机器人一样,概念合成-结构,1
3,自身可移动,概念合成-行为,2
4,那它的功能就会比较多，因为它的移动空间比较大，就可以帮助中老年人干很多的事情,基于功能的分析,3
5,它的外形整体风格是比较可爱，比较圆润的。,概念合成-结构,2
6,然后在功能方面，首先。我觉得他应该会带那种。打扫家里的房间的功能,概念合成-功能,4
7,因为它可以到处活动的话，加上打扫的功能是难度不大的,基于功能的评估,6
8,中老年人可能平时打扫卫生也会比较的费力。,基于功能的先例,7
9,还有基本功能交流沟通这方面还蛮重要的，因为它是陪伴,基于功能的分析,8
10,然后在健康方面，它的功能起到一些生活提醒方面的作用,基于功能的分析,9
11,就比如说要吃药，或者今天天气冷热，感觉他应该要考虑到。,概念合成-功能,10
12,然后暂时先到第二个方案。在外形方面。第二个想法稍微小一点，可能类似于那种桌面型的机器人,概念合成-结构,0
13,和第一个差别会大一点,基于结构的评估,12；1
14,桌面型的话可能就类似于一个音箱的大小那样,概念合成-结构,13
15,这种它的功能的话可能会跟现在那种家庭智能音箱有点类似,基于功能的分析,14
16,因为它这样的，那这个东西是比较好携带，可以随手拿的,概念合成-结构,15
17,感觉他其实可以起到比手机或者什么更完善一些的陪伴功能,基于功能的评估,16；15
18,可以加上远程音频的功能就比如说跟子女或者一些同龄人的朋友打电话视频什么的会比较方便,概念合成-功能,17
19,也可以加上生活提醒的功能,概念合成-功能,17
20,产品最基本应该都是可以具备的,基于功能的评估,19
21,还可以加上一些智能药盒这种的功能,概念合成-功能,17
22,因为它比较方便携带嘛比较小，所以可以结合一下这种功能,基于功能的评估,21；16
23,然后第三个方案，在外形上可以是那种可爱一点的陪伴型机器人,概念合成-结构,1
24,就类似于儿童会喜欢毛绒玩具那种,基于结构的先例,23
25,这样的，它的外形可能就没有像前面两个有机器智能的感觉,基于结构的评估,24；12；2
26,可以稍微、更加人性化一点，然后更加的亲和的那种感觉,基于结构的分析,25
27,比如说可以是一种设计的玩具外形那样,概念合成-结构,26
28,它的大小可能就是，介于前面两个方案的中间，体积中等,概念合成-结构,27；12；2
29,它的功能方面，可以结合它的外形特色产出一些功能,基于功能的分析,28
30,比如说可以实时交流,概念合成-功能,29
31,或者说中老年人喜欢听一些广播或者京剧什么的，通过音频的形式给他放出来。,概念合成-功能,29
32,然后生活提醒的功能也是要的,概念合成-功能,29；19
33,第四个方案在外形方面的话，我觉得可以搞一个那种迷你版的机器人,概念合成-结构,1
34,比如那种手表类型的,基于结构的先例,33
35,这样的话他戴在手腕上的话，会方便很多，提醒也会比较的及时,基于结构的评估,34
36,然后在功能方面和现在现有的智能手表，就会稍微区分一点，,基于功能的分析,35
37,因为现在儿童会有小天才手表，但是不知道老人会不会有类似的产品,基于功能的先例,36
38,老年智能手表的话，它的交互会简单很多,概念合成-行为,37
39,就考虑到老年人用手机不太灵，用手机会有点困难的问题,基于行为的评估,38
40,这种手表，生活提醒的功能也是比较重要,概念合成-功能,39；19
41,像出门的话，这种手表就是也可以随身携带的，前面几款手表就只能在家里,概念合成-结构,41；23；12；2
42,它的功能我感觉主要是看手表，集成哪些功能吧,基于功能的分析,41
43,比如出门的话定位什么的也可以加上，方便如果老年人自己出门安全一点。,概念合成-功能,42
44,导航功能也可以,概念合成-功能,42
45,然后是第五个方案，稍微更加先进一点，比较拟人化的外形,概念合成-结构,1
46,体积也是大，主要也还是放在家里。,概念合成-结构,45
47,功能上应该跟第一个方案是差不多，主要也是居家的一些功能,基于功能的分析,46；6；11
48,然后第六个方案。它的外形可以是那种体积中等，但是可以带出门的,概念合成-结构,1
49,可能是类似于那种手推车的大小,基于结构的先例,48
50,可以带轮子,概念合成-结构,49
51,这样的话，他在完成居家功能的同时，再完成一些出门的功能。,基于功能的分析,50
52,就比如说中老年人出门要买一些菜或者去超市的话可以帮忙，机器人就可以帮忙提，他自带轮子就可以一起走回家,概念合成-行为,51
53,他出门的话，可以有那种定位导航的功能，老年人就不容易走错出门散步,概念合成-功能,51
54,功能稍微全面一点，可以集合居家加出门的功能,基于功能的评估,52；53
