节点编号,原文,设计行为,源节点
1,首先那个确定？行动自理的独居老人。,基于功能的分析,0
2,按二定位于。行动。哦。面。呃。帮养机构的老人群体。,基于功能的分析,0
3,方案三定位于现代社会的新老人。,基于功能的分析,0
4,根据用户的定位来大概。想象一些这个健康陪伴机器人的功能特征，嗯，定位于新老人的话，他可能要以新为关键词。,基于功能的分析,3
5,产品功能。娱乐。社交社交需求。娱乐需求。嗯嗯。玩儿达到。陪伴效果。,概念合成-功能,4
6,结构方面。看病的材质。安全。环保。,概念合成-结构,3
7,是那个色彩？温暖。,概念合成-结构,3
8,嗯，行为。第一个啊。嗯。引导新老人！的。健身。,概念合成-行为,3
9,第二个。主要是存在于。它的app的。一些功能。比如。晒晒一下自己的东西晒。晒宠物,概念合成-功能,4
10,来补充一下第一点吧！你过。老人。健身指导,概念合成-行为,8
11,第三个可以。新老人。娱乐。迷宫。很多。潮流化。的兴趣爱好。,概念合成-功能,4；5
12,呃，如。那种。比如。互动性。棋牌。,基于功能的先例,5
13,嗯，方案二的是行动不便，康养机构的老人群体。,基于功能的分析,2
14,它的功能是要更针对于这类老人群体的特征。他们可能更多的需要的不是。这个社交娱乐的需求，而更多的是这种。健康。,基于功能的分析,14；5
15,因为无法行动。或者是某些身体不方便而带来的这种。孤单的。寻求去一种心理安慰。,基于行为的先例,14
16,而且还需要一种。情理上的关怀，比如他希望能得到。嗯。自我的肯定。我在行动上减少拖累别人。的这样的一个心理。,基于功能的先例,15
17,他的一些行为可以适应。首先是。能够像一些。呃，自助。就中。自助餐饮机？,概念合成-功能,16
18,一级。外卖。快递。记忆呀。能够。远程远远程操控。,概念合成-功能,17
19,只需要语音对话。语音对话。,概念合成-行为,18
20,对，如果这些老人他失去的是一些。这种语语音，语音方向的这种能力的话，那还需要一些，比如手势交互。,概念合成-行为,14；19
21,嗯，如果他可以不断进阶的话，可能还有一些。通过。眼动仪。去给它测它的这种。想要的这种。他目前想要的一些需求。嗯。,概念合成-行为,20
22,当老人这个房间没有人的时候。他需要。比如他的呃日常。挂水挂完了？可以去通过这个机器人。来告知这个机构或医院的医生，护士，或者他此刻。嗯，需要翻个身。或者上厕所也可以。也可以通过这个和机器人来语音交互。或者等等方式来去。,概念合成-行为,21；2
23,那第二个就是。这个。机器人它可以。真正的进行对话。,概念合成-功能,14
24,嗯，比如现在有很多机场或者一些。机场。还有收藏。还有的一些。这种可以和人对话的。对话的。呃嗯。可爱的。小机器人。,基于功能的先例,23
25,然后。来。嗯，最好是可以通过一些方言。或者它的屏幕可以有一些。残障人士的？针对残障人士的一些。手语。等等。或者直接。显示文字。来来，跟老人进行日常的聊天之类的。,概念合成-行为,24
26,他可能需要是比天猫精灵。或者是。或者是这种？类似的功能吧,基于行为的先例,25
27,但需要更多的偏向于陪伴性一点，而不是去指导一些，比如让你开个灯之类的这种这种功能。,基于行为的分析,26；15
28,嗯。其次的话，因为它是还是要针对。康养。所以它最好可以，比如。检测。可以实时实时监测。监测。老人的。体温。或者是。其他。体温。其他。生生理素质。,概念合成-功能,2
29,再回到第一个，他是行动自理的独居老人。,基于功能的分析,1
30,行动治理独居了，他依旧需要一个。社交和陪伴。,基于功能的分析,29
31,但他可能更多的是可以。外出去寻找自己的朋友或者是家人进行交流的。,基于行为的先例,30
32,一方面要。发个app。App端。一方。针对。老年人的。嗯，清楚。亲属段也就亲属。鹅。老人端。他们是有两个。相互。这个。发了点账号。关联账号绑定。,概念合成-功能,31
33,二个就是它可以直接有一些。身体机能测试的功能。测试功能。比如。呃，这种体温。去呀。对呀。对他。还有一些。哦，就这大概这几个常见的吧？然后。有了这种检测功能的，还要去提供一些。55。嗯，比如。嗯。医疗知识。药物。不用，因为独居老人的。金属不在身边。药物服用。这种知道。哎呦。嗯，认知检测。,概念合成-功能,29；28
34,因为他虽然是行动自理的独居老人，但他会面临着未来的未知情况。可能会换换。很多老人会得的一些病。,基于功能的先例,33
35, 那这种机器人的结构？不需要，就是有轮子跑来跑去的那种。,概念合成-结构,29
