节点编号,原文,设计行为,源节点
1,首先第一个方案。给它定位，有一个家用陪伴型机器人？,基于功能的分析,0
2,首先描述一下产品的定位。家用的产品，它可能会伴随着一些东西，首先它可能没有办法实现很专业化的功能,概念合成-功能,1
3,我这个功能主要是指医疗方面嘛，就比如说医疗上面它可能会去监测它的一些。呃，就可以去测什么心率啊，什么乱七八糟的类似，就大概是血压。,基于功能的先例,2
4,可以把测血压的血压计融入到这个里面,概念合成-功能,3
5,然后还有血糖血氧,概念合成-功能,4
6,目前我们可以通过家用的，血压、血糖、血氧-家用类似产品进行一个集合,概念合成-功能,3；4；5
7,功能上的定位是。在家用的里面，对于我来说可能会更像设计一个陪伴型的东西,基于功能的分析,2；6
8,这个方案就比较注重于去解决老年人的心理需求,基于功能的分析,7
9,功能的话。首先是前面说的。医疗检测那些东西。集合为大的模块结合在一个产品机器，一个机器人里,基于功能的评估,8
10,第二个就是。比较注重一个陪伴性,基于功能的分析,1
11,它可能会有一些聊天，实时提醒，或者是起床的唤醒,概念合成-功能,10
12,这个是它是这个方案里面可能更加注重的一个功能。,基于功能的评估,11
13,对应了这个功能之后，它可能就是会在。产品上会有一些具体的设计响应。,基于功能的分析,10；12
14,这个是从功能的角度去入手，然后去考虑用户的实际的需求,基于结构的分析,13
15,首先第一个拟人化的设计，就是机器人稍微拟人化一点,基于行为的分析,13；14
16,它可能有点类似于我们之前看过的。太空人的那个形象吗,基于结构的先例,15
17,所以这个机器人形象类似于太空人形象，上面是一个有圆圆的脑袋。就可能会。更偏拟人化一些,概念合成-结构,16
18,这样的话可能会在对老年中老年人有一个心理上的陪伴。,基于结构的评估,17；10
19,第二点的话。造型上面，感觉以简约为主,基于结构的分析,13；15
20,但是这个我不是特别好说。因为不太确定，这是不是真正的符合老年人的审美？,基于结构的评估,19
21,之前会看过一篇。跟用研相关的文章他会说老年人看到一些，就比如说我们很喜欢的那种。小米或者？无印良品风格的那种极简的东西，老年人会觉得过于普通了,基于结构的先例,20
22,对于他们来讲，可能简约并不是真的需求。这个我不是特别好定义就是如果真的样做，可能是需要进行一个用户的研究的，,基于结构的评估,21
23,因为他们也很有可能喜欢一些。红红绿绿的东西，然后或者是比较趣味性的。,基于结构的先例,22
24,就可能趣味性不是体现在它的配色比较浮夸。而是体现在。就说不上来吧，他可能还是有一点点花里胡哨的，,基于结构的分析,23
25,然后。我不是特别好定义。就这个造型的话，可能是如果用这种方式去定义的话，就应该定义为是比较符合老年人的审美。比较符合中老年人的审美。感觉是要做设计，还是需要做一下用户的研究？,基于结构的分析,24
26,第三点。前面说了，它可能会是一个比较偏向陪伴型的机器人，,基于功能的分析,1；10
27,然后它主要的交互方式。肯定就是语音交互为主。,概念合成-行为,26
28,因为老年人对于屏幕的。那种就不是很擅长。或者说他们看不明白。,基于行为的先例,27
29,如果语音交互的话可以给到一个。提就语音交互可以实现一个提醒。也可以让他们有一种。跟别人聊天的感觉。,基于行为的分析,28
30,然后聊天的感觉就是实现。给他定义了一个陪伴的作用，,基于行为的评估,29
31,然后聊天。我们可以考虑去设置一些语音包。录入具体的声音。给它设置成语音包，然后他在聊天的时候可能就是和这个语音包进行一个聊天，,概念合成-功能,30
32,这个是现在的技术也是可以实现的。,基于功能的评估,31
33,比如说有一些人可能会想输入自己子女的声音，,基于功能的先例,29；32
34,但是我感觉这个可能会加重思念，就只是一个功能，然后他想输入什么是他的事情。,基于功能的评估,33
35,他也可以输入喜欢的明星或者是什么东西。,概念合成-功能,34
36,好，我看看还有什么需要的.比如从老年人他会做的事情进行一个出发的思考，,基于行为的分析,3
37,就比如说他从早上起来的时候。他可能会需要一个唤醒，会提醒他吃药。是后面可能会吃饭，然后吃饭的时候可能会。吃饭之后比如说会午睡，然后再进行下午的时候他可能会玩玩手机，或者是干嘛？,基于行为的先例,36
38,这个时候他如果觉得很无聊的话，这个机器人可以陪他聊聊天,概念合成-行为,10；31；37
39,因为家用的机器人主要主打的就是一个陪伴性,基于行为的评估,38
40,同时又考虑到中老年人，他可能会有一些身体上面可能会需要更关注一点。然后又考虑到了加入一些。比如说测血压。具体的健康的那种环节去健康监测的一个环节。,概念合成-功能,6；39
41,这些功能其实都是主要从老年人的具体的需求去考虑的。,基于功能的评估,40
42,如果是需要抛开这些东西去考虑一些更附加性的需求，比如说。它可以进行一些可以去想象去做一个有点类似于空气净化器或者说加湿器那种东西，然后可以给它一些附加性的功能。,概念合成-功能,41
43,这个功能可能不是主要从老年人的行为去考虑的。,基于功能的评估,42
44,结构的话。这个结构我不知道该如何去讲。如果是从它连接的角度去考虑的话,基于结构的分析,43
45,就现在的家用机器人提出的一些具体的功能。用一些现在已经有的技术或者是连接件，基本上都是可以去实现的。,基于功能的评估,44
46,如果是结构上面的创新，我感觉并不是很多，就更多的还是放在前面的功能上的创新。,基于结构的评估,45
47,大概就是这样，因为我感觉。从硬件的角度去出发，它现在就我们现在的技术是完全可以实现的。,基于结构的评估,44；45；46
48,造型有一个比较想补充的点。这个东西的定位我可能并不是想给它搞一个那种落地式的感觉有点过大了。,基于结构的分析,19；47
49,可能会想给它搞一个小一点的，有点像那种。比如说养宠的时候，它可能会有一个宠物狗的那种大小。,基于结构的先例,48
50,也可以在地上走，也可以放在桌面上。就是这样,概念合成-结构,49
51,然后第二个方案。因为现在有一些中老年人会有一些住院的需求。,基于功能的分析,0
52,住院的时候就是很多时候。我们不能去，完全说。就是人为的陪护需要可以被机器人取代。在某些时候，一个住院陪伴型的机器人可能会对用户有一个比较好的帮助吧！,基于功能的评估,51
53,如果是去描绘它的场景肯定就是中老年人住院的时候。虽然我们也不能期盼人家住院吧，但是现在很多。医院里面肯定会有中老年人，甚至它是一个比较大的占比。,基于功能的先例,52
54,这个可以进行一个定位。首先它可以解决的一个很重要的问题，就是去缓解一下缓解医疗、医疗人力资源的压力。,基于功能的分析,53
55,就比如说有的时候可能医护人员它们在很忙碌的时候没有办法去照顾到中老年人的情绪。,基于功能的先例,54
56,在这个年龄层加上住院这本身的一个大的背景都会给中老年人的心理带来一些影响，首先就是可以缓解医疗资源上的压力，,基于功能的先例,55
57,然后是。有点去从比较宏观的视角。医院的这些问题，然后我们去设计一款住院陪伴型的机器人去缓解一个医疗资源的压力,基于功能的分析,56
58,如果是从老年人进行一个切入点的话，它可能更多的是起到了一个有点类似于导航。或者是指引？然后还有陪伴？这样一个功能,基于功能的分析,57
59, 然后后面我就把那个行为对照功能放在一起说。首先第一点。我们去分析老年人的行为，中老年人的行为。他有的时候会想跟医护进行沟通。,基于行为的分析,58
60,这个沟通就是他每天想问的问题特别多，并不是说他每一个问题都是需要医护去进行一个解决的，就有的时候，它病患的很多问题是。可以通过机器人去解决的，,概念合成-功能,57；59
61,就比如说一些简单的一些小问题，就比如说。医院的某一个具体位置？就医院布局吧！,概念合成-功能,58；60
62,或者是它的吃药？或者是什么提醒？,基于行为的分析,61
63,这些用户可能会需要跟医护人员进行及时的沟通。但是很多时候医护它并没有去办法去形成一个及时的提醒。,基于行为的先例,62
64,这个时候机器人就可以起到这样的作用，就比如说它可以输入这个病患者的一个情况然后。包括医生开药。都可以对用户进行一个实时的监测,概念合成-行为,63
65,医护沟通的角度，它会产生这样的行为，我们会涉及这样一个功能点。其实更多的是解决的一个是信息差的问题，,基于功能的分析,64
66,开药了之后，注意事项可以进行一个提醒。,概念合成-功能,64；65
67,它甚至比人的提醒还要好，因为它是一个比较固定的输入嘛，,基于功能的评估,66
68,首先它能做到及时提醒，不会有问题，如果是个性化的话。就比较偏向用户本身。,基于功能的评估,64；66
69,第二个点。从用户的角度，他可能是需要被安抚的、被关心的一种状态。就有点落到陪伴性产品。一般新产品就跟前面的表现其实差不多了，,基于行为的先例,51；52；68
70,语音交互聊天，就减少类似于什么app或者是什么？对着屏幕点点点。就尽量减少一点,概念合成-行为,69
71,甚至我在想，它可以有一个功能区是有一个界面的界面它可以给。老年人提供一些别的东西就更有趣味性的东西。,概念合成-功能,52
72,比如说。就陪着他打牌。或者是陪着他打麻将？,概念合成-行为,71
73,这样也是有点解闷的一个定位，因为它那个。出院的时候肯定是比较无聊的。大概这样的。,基于行为的评估,72
74,突然想到一个点可以补充的。健康的提醒这个东西就可不可以给它加一个那种。是远程就医。进行一个和远程的医生进行一个交互，询问，就是这种询问情况。,概念合成-功能,64；73
75,第三个方案让我来想一下，我再看一下要求。健康陪伴型机器人。我在想它还有什么具体的需求。突然想到了一个。定位也是家用的。,基于功能的分析,0
76,然后我目前的想法是能不能跟清洁产品进行一个结合。就比如说是扫地机器人。它可能会更偏智能化一点。也会有一个陪伴的功能就大概就是这样。,概念合成-功能,75
77,突然想到这个点。如果是中老年人。对比一下年轻人，中老年人，他肯定会有一个。他会想去做，然后。可能心有余力不足的那种感觉就是家务。,基于行为的先例,76
78,这个时候。比如说子女，它可能会想给自己的父母去买一些智能化的一些产品就类似于扫地机器人。,基于行为的先例,77
79,或者是什么现在已经有那种。就可以往上爬的那种擦玻璃的机器人。我在想能不能把这些常做的家务去集合为整体。比如说它可以扫地。,概念合成-功能,75；78
80,还有什么家务？你就大概就是这样，它会有一个家务的集合体。,基于功能的分析,79
81,这个可能就是功能性会更强一点，因为它需要通过智能的硬件，还有一些东西就是去把那个东西做出来，我感觉问题也不大。,基于结构的分析,80
82,大概就是对应的功能。因为这个需求它针对打扫卫生心有余力不足的需求。,基于功能的分析,77；81
83,就定义为这一个功能？它可能相比较于其它产品的一个创新点。其它产品更多的注重功能解决问题。反正就是解决家务问题！,基于功能的评估,82
84,解决问题的时候它可能会就也没有什么陪伴性的存在，就是把家务做完了，然后就ok了，它也会有一些智能语音机器人的一种感觉。,基于功能的评估,27；83
85,我想的产品它可能更偏向于一个有点人性化的一个机器人产品。,基于行为的分析,84
86,它不只能干一个家务就是可以做各种的各种家务。然后它还可以挺用户的指挥。就有点类似于妈妈叫我去做家务的那种感觉。把这个东西实现在了机器人的身上。,概念合成-行为,84；85
87,它可以自己来做，也可以起到一个辅助的作用嘛，然后这个时候。更多的是让老年人中老年人有一种陪伴的感觉。,基于行为的评估,86
