节点编号,原文,设计行为,源节点
1,中老年人的健康陪伴机器人，那我先想一下现有产品大概是什么样的,基于功能的分析,0
2,我第一反应可能想到的是applewatch形态，小爱同学音响,基于功能的先例,1
3,类似于这种可能算是广义的语音助手，但可能不算是机器人的范畴,基于功能的评估,2
4,那我想想中老年人会有什么样的需求吧,基于功能的分析,1;3
5,可能会有陪他聊天，这个其实目前的智能agent都能做到，,基于功能的先例,4
6,第二点的话可能就是设置一些提醒、吃药，或者提醒一些易忘的事项，备忘录的感觉,基于功能的先例,4
7,然后可能还需要有的一些功能，就比如生活上的一些百科,基于功能的先例,4
8,或者说问题的解决，因为中老年人可能会有些跟不上时代的问题,基于功能的先例,4
9,然后在这个上可能会有老年大学的感觉,基于功能的评估,8
10,然后聊天的话可能跟这个有点重复,基于功能的评估,5;9
11,聊天可能更多的解决精神上的需求，打发时间之类的,基于功能的评估,5；10
12,有些可能对老年人来说丧偶的或者说独居的，儿女不经常在身边，需要聊天,基于行为的先例,11
13,还有的就是身体不太好的话，就可能还需要一些生活上的辅助,基于功能的先例,4
14,比如说作为一个拐杖,概念合成-结构,13
15,然后作为出行的一个导航,基于功能的分析,14
16,如果出门要携带的话我觉得它的形态应该不会特别突兀，这样会显得有点奇怪,基于结构的分析,14;15
17,或者说它可能有多种形态，家里是一种，出门在外是一种,基于结构的分析,16
18,然后我觉得是不是还能提供一些生活辅助方面的话，,基于功能的分析,4
19,我先把大点梳理一下，聊天提醒和百科，其实它们都算是生活方面的辅助。我还是再列一些点再总结吧，要不然我现在就想框架，总结有些太少，总结不太出来,基于功能的评估,5;6;18
20,在功能和结构行为方面的创新，那我头脑风暴一下的话，可能在功能方面是不是可以满足一些健身运动方面的需求,基于功能的分析,4
21,因为中老年人可能会比较喜欢跳广场舞,基于行为的先例,20
22,能不能作为健身教练或者舞伴这样的角色,概念合成-行为,21
23,或者还可以有一些智能的能力在里面，可以陪中老年人下棋上面的,概念合成-行为,20
24,做菜，不过中老年人应该都听会做菜的,基于行为的先例,20
25,或者还有一些健康的检测,基于功能的分析,20
26,比如说让老年人做一些动作，然后机器人通过反馈去判断是否有必要去看医生或者怎么样,基于行为的分析,25
27,再想想跟健康陪伴方面相关的，比如说提供一些睡眠的检测，,基于功能的分析,25
28,嗯一键报警，这样好像其实目前产品都会有,基于功能的分析,4;25
29,感觉健康方面功能差不多是这些，如果在功能方面进行一些创新的话,基于功能的评估,28
30,或者说它作为一个有点督促这样的角色,基于功能的分析,20;29
31,当子女不在身边的时候，它能够督促老人出门锻炼,基于功能的分析,30
32,一个人就可能不太愿意出门,基于行为的先例,31
33,可以扮演一个这样的督促的角色，让他们在没有督促的情况下，也能够稍微有一些规律的运动保持健康吧,概念合成-行为,4;30;32
34,行为结构方面的创新，是不是能够帮忙做一些家务之类的,基于行为的分析,4;20;33
35,它是一个扫地机器人和其他产品的一个结合体,基于结构的分析,34
36,或者说它是那种可以分离的结构,基于结构的分析,35
37,比如说它的底座可能是一个比较小型的扫地机器人,概念合成-结构,36
38,必要时能进行分离，派出扫地机器人去进行一次清洁工作,概念合成-结构,37
39,可能我在想它会不会有一些游戏化的能力，能够让老年人就是尽可能比较快乐的保持身体的一个健康,基于功能的分析,4;29;34;38
40,而不是就真的像是一个没有感情的机器人的那种感觉,基于功能的评估,39
41,比较情感化，让老年人生活更有趣一些,基于功能的评估,40
42,可以把一些任务或者说以一些游戏化的形式去表达给老年人，让老年人生活更有趣一些,基于功能的分析,41
43,差不多应该暂时可能就这些，最后可能就是一些与子女之间的联系和通信，,基于功能的分析,4;34
44,比如说有些数据是不是能够给他的儿女，这种产品应该都有了,基于功能的分析,43
45,然后以及一些归类，说一下它们所需要的一些媒介，比如说语音方面可能就是一二三，主要是一二三为主,基于行为的分析,6;7;44
46,如果说涉及到一些物理方面的，可能会有4 5 7 11,基于行为的分析,14;20;25;34;45
47,下棋这个感觉有些困难，其实不需要做到物理方面也是可以的,基于行为的评估,23
48,健康检测，健康检测困难会涉及到一些物理方面的东西,基于功能的评估,25;46;48
49,睡眠检测可能会需要它有些配套的可穿戴设备,基于结构的分析,27;48
50,然后看一下输入输出，输入的话其实主要是老年人的一些语音以及行为数据,基于行为的分析,0
51,输出可能会有，比如说像语音段是一个通报，然后还可能有一些物理的行为,基于行为的分析,44;45;50
52,视觉的通知，因为有的东西用文字或者说话不够直观，用图像表达可能会比较直观一些,基于行为的评估,51
53,方案一，感觉还是很难写这种陪伴机器人，那可能第一个方案的话就是一个可能偏居家场景为主，就不考虑户外的,基于行为的分析,0
54,如果是居家场景的话，我觉得形态可以是偏人形的，主要为了满足居家场景下面的一些需求,基于结构的分析,53
55,它底座，或者说是整个形态，有点像那种人形的，但是它的底座又是一个比较像扫地机器人的这样一个形态。可以进行底座的分离去进行单独的任务,概念合成-结构,54
56,因为偏人形的话，可能在家会更适用一些。,基于结构的分析,55
57,同时老年人其实对于更具像一些的东西会更有实感,基于结构的分析,56
58,如果只是一个形态比较冰冷的东西，可能它不太有那种情感化陪伴的感觉,基于结构的评估,57
59,它因为有一些可能人形的结构在，老人跟它的一些交互也能够更加地好上手一些。跟人与人之间的交互可能是差不多的。,基于结构的评估,55;56;57;58
60,包括在一些，比如说像健身或者说是健康监测方面，它都可以以一个比如说类人的姿态去教会老年人做这些东西,概念合成-行为,59
61,或者说，算了，我感觉它的形态设计成和子女有一些相似的形态，这样会有一点吓人,基于结构的评估,59
62,方案二，可能我就考虑一个可能偏户外的中老年人的健康陪伴机器人，就感觉还是以居家场景为主的,基于功能的分析,0;25;61
63,可能方案二我觉得它要更注重健康方面一些,基于功能的分析,62
64,因为方案一可能它是更偏向一个全能型的生活辅助的陪伴机器人，可能健康方面并不是那么突出吧,基于功能的评估,54；63
65,如果说要在健康方面更突出一些的话。我感觉它就会需要一些现有医疗设备的整合,概念合成-功能,64
66,包括一些，比如说血压，量血压的,基于功能的先例,65
67,可能还有一些体检目前要用到的仪器，是否能够把它们组合到一个机器人的形态里面,概念合成-结构,66
68,它可以通过这样一个机器人快速地进行一些体检，或者说健康方面的检测,概念合成-功能,67
69,我不确定这个形态大概会是一个什么样的内容，因为现在体检可能还是以人给你体检为主，用的设备没有特别多,基于结构的分析,68
70,有的设备很难塞进一个机器人的体量,基于结构的评估,69
71,最后一个方案，比较想它是那种大白的形态，,概念合成-结构,0
72,因为感觉老年人可能很多时候是坐着的，他在坐着这个形态下和椅子沙发的接触是最多的,基于行为的分析,71
73,能做类似于这样的形态的东西，让他每次可能被包裹在里面那种感觉非常的治愈,概念合成-结构,72
74,我在设计展上有看到过一些类似的比较大的装置，就会有一种让人忍不住要躺进去的感觉,基于结构的先例,73
75,可能如果说他处在一个比较放松的状态之下，就是跟机器人它整个接触面积也会比较大,基于结构的分析,74
76,也能更方便地去捕捉到他的一些生理数据,概念合成-功能,75
