节点编号,原文,设计行为,源节点
1,我现在想的是有三个人群来出三个方案，第一个人群是空巢老人。,基于功能的分析,0
2,儿女可能。不在家，然后他的一些健康问题不能得到及时的反馈，就是他如果儿女在远方工作的话，他一个人在老家，然后如果出了一些什么问题，可能就会需要。街坊邻里或者是一些基层组织的这样的帮助去帮助他去解决健康问题，就需要一个远程的了解。,基于功能的先例,1
3,然后对于空巢老人来说，就可能存在一些孤立无援的一些痛点，需要去解释,基于功能的分析,2
4,然后另一个人群是。存在一些健康上的一些隐患的。中老年人就比如说存在一些慢性疾病,基于功能的分析,0
5,后这个慢性疾病可能是就是痴呆症。老年痴呆。见或者是什么？老年人什么吞吞咽吞咽障碍？一些认知的认知功能的减退，记忆的减退，它可能存在一些本身疾病的困扰，,基于功能的先例,4
6,然后对于他们有这些固有疾病的老年人群体来说，为他设计一个健康陪伴的机器人可能要从他。自身的一些疾病护理的需求去出发去设计它的功能点,基于功能的分析,5
7,第三个群体可能他是在医院或者是养老院老年人比较集中的地方.就是机器人，他不仅要照顾这个老人要照顾另一个老人。这种集体化的一些养老的场所,基于功能的分析,0
8,这个地方居住的场所，对于他们来说，健康管理可能是不有他一个人的档案可能会存在一个集中管理的一个调配，所以他们的也可能存在不一样的需求,基于功能的分析,7
9,先来说一下空巢老人体它的一个主要的痛点！他的痛点可能是第一个。及时的反馈。,基于功能的分析,3
10,因为老年人他有些疾病突然出现一些慢性疾病，他不是说像我们感冒一样，我今天发烧，我知道我感冒了，我今天打喷嚏我知道感冒，但是这种空巢老像这种老人的话，如果没有这些儿女，他不能。每天都跟这些老人在一起，可能老人自己也不知道自己有哪些疾病需要去处理，,基于功能的先例,9
11,就可能存在一些疾病反馈上的一些延迟就需要。需要这个机器人帮助他去进行定期的一个健康检测,概念合成-功能,10
12,第二个痛点老年人他的晚年的一些疾病跟他的情绪也是有很大关系的,基于功能的分析,11
13,就是之前有个研究就表明就是有儿女经常陪伴的，有这种家庭温暖陪伴的这些老人，他们的一些癌症的发病率，一些危险疾病的发病率是比。是比那些空巢的自己居住的老人要低一些的，寿命也更长一些,基于功能的先例,12
14,所以对于情感的一些关怀。对于这些老年人来说也是很重要的健康护理的方向。,基于功能的评估,13
15,对于功能来说，及时反馈可能。机器人要能够？定期的去监测老人的健康。老人的健康状况？监测。监测老人的？健康状况。,概念合成-功能,11
16,他监测老人的数据是能够同步给。从不给他不在老人旁边这些儿女的。,概念合成-功能,15
17,或者是他一个定期的，会有主治医生或者同步给医生也可以。如果他需要有一些一些数据需要去了解。,概念合成-功能,16
18,情感关怀的话，就是这个机器人能够像现在有很多宠物的机器人是可以远程控制这个机器人跟家里的宠物进行互动，,基于行为的先例,14
19,那么就是同同步带入给这个老人的话。也可以，就是儿女在那边控制这个机器，然后控制机器，可以跟老人进行一个就是跟他说话，然后跟他互动一下,概念合成-行为,18
20,现在虽然视频通话就很普遍，很多老人都会视频通话,基于行为的先例,19
21,但是有机器人有他自己的一个优势，就是他会有一些物理上的。接触会比较重要,基于行为的评估,20
22,就比如说我可以操纵机器人，把冰箱旁边的东西拿给这个老人，虽然人不在，但是就是让机器人带行关心的一个动作,概念合成-行为,21
23,机器人他会给。会给到老人一些交流的使用的语言可以是录了录儿女的那个声音去进行训练，语语音的模型。,概念合成-功能,19
24,然后使用这个语音模型去跟老人进行沟通，就好像自己的儿女在跟自己说话一样,基于功能的评估,23
25,这些功能都可以让老年人能更好的感受到儿女对他一些关怀。这是推大情感上的一个功能实现,基于行为的评估,24
26,对于行为上来说，机器人他不仅仅是来回到处走，他可能还会有一些。行为上可能会有更丰富的。更丰富的一些互动。,基于行为的分析,22
27,除了刚刚的帮忙拿东西。帮忙。那东西这个功能之外？机器人或许还可以去。帮助老年人做一些事情。就比如说他能不能控制家里的扫地机人，然后一些。一些智能家居。控制一些智能家居。然后为老人营造。更好的居住环境,概念合成-行为,26;22
28,比如说老人的孩子今天发现老人家那个城市突然降温了，或者突然下雨了，然后屋里非常。潮湿温度也比较低，它就可以远程使用机器人去控制。他们的家里面的空调的温度，然后一些一些家居的开关可以通过这些方式去实现一个远程的关系。,概念合成-行为,27
29,结构上的话刚刚说的，如果这个机器人他不仅仅是可以走来走去，他还可以帮忙拿东西的话，他是可他就可能需要。机器人内部不仅仅是有一个轮子可以支持它到处乱走。可以涉及到机械臂的一些结构。可以加入机械品。之类的。之类的结构。,概念合成-结构,28
30,第二个方案是关于一些具有固有疾病的老年人。首先对他这一个群体的老年人细分群体，老年人的痛点和需求进行一个大致的分级。,基于功能的分析,6
31,固有疾病的话，它首先一个最大的需求就是它这个慢性病需要得到一个长期的。长期的稳定的监测。,基于功能的分析,30
32,就比如说，如果有些老年人他一犯高血压，他就容易昏厥，就容易，当时就发生一些危险，,基于功能的先例,31
33,那么他的一些心率和血压只是需要被钉钉期的，被长期的就是随时随地能够被监测到的,概念合成-功能,31
34,人他毕竟还是大大多数情况下还是自己一个人呆着，然后就是如果他既有固有疾病，然后他又是空巢老人的话，他的问题就会更加的明显。,基于功能的分析,32
35,首先，对于这些固有疾病来说，先控制住疾病本身是最大的需求。它针对不同固有疾病的老年人，他们为他们设计机器人的功能可能会有些差异。,基于功能的分析,32
36,然后这类年这类老年人的话，他们的心情是一直处于一个就是被病痛折磨的这样一个状态的,基于功能的分析,30
37,但是这个状态，很多老人他就比较善良，不愿意去打扰自己的子女可能会。隐瞒一些。隐瞒一些自己的病情。这种隐瞒会导致他的疾病问题会更加的突出,基于功能的先例,36
38,功能就是希望能够。根据它固有疾病的差异性，而对这些老年人进行一些长期的监测，可能会涉及到一些一些可穿戴的设备就是长期的固定在老年人的身上，实现一个。稳定的监测。,概念合成-结构,35;33
39,可穿戴的设备如果在结构上是可以放到这个小机器人的身上，然后如果他需要用的话，就从这个机器人身上把这些穿戴设备拆下来，放在自己身上，就是会有一个可拆卸的结构在这里。,概念合成-结构,38
40,可拆卸或者模块化的。比如说它有些比如说高血压的话，它需要长期测量水压和心率，然后如果心脏病的话也需要测量心率和一些血氧值，那么这些，比如说心率血氧。,基于功能的先例,39
41,然后这些它其实是自由组合在就是不同的都不同的病，它可能就是需要其中的两个或者三个，所以它可以加入一些模块化的监测设备。,概念合成-结构,40
42, 模块化的监测设备包括一些血糖什么的。这些比较基础的一些监测的东西可以进行一个自由的组合，然后利用可拆卸的结构放在老年人身上,概念合成-结构,41
43,然后他可以实现一个稳定的长期的监测，然后把这些数据反馈给他的，负责他的医生或者他的儿女。会帮助他。让这些人能够及时的了解到老人的一个情况。,概念合成-功能,42
44,有疾病的老人还会有个痛点，突发情况比较多。,基于功能的分析,30
45,就是之前有很多新闻就是很多人在路上走着走着，可能就发现一个老人突然就倒地了，然后一个老人突然心脏病突发，然后突然。突然昏倒这种情况会很多，就是包括我自身也遇到过很多这种突发疾病，老人突然遇到危险的这种情况，然后这种情况出现的时候基本上。只能靠路人的自觉。,基于功能的先例,44
46,但是现在大家社会的道德风气其实大家都比较胆小，就是看到一个老人倒下了，可能不太会选择上去查看情况，然后帮忙去叫救护车,基于功能的先例,45
47,所以基本上他发生。如果老人在自己出门在外发生一些危险的话，可能。全靠路人的一个自觉性，我觉得挺不好,基于功能的评估,46
48,这些可穿戴的可以拆卸下来的设备，如果佩戴在老人的身上，老人很正好出门的话，然后这个设备是可以。能够监测到？监测到一些危险的发生去做出及时的反馈。然后做出。做出一些紧急救援,概念合成-功能,42;47
49,，比如说他会自动报警给。自动报警或者？自动拨打120或者及时的通知。及时的通知家老人的家人,概念合成-行为,48
50,然后通知的内容，包括他现在的一个。因为它这个设备它能够监测到它的一些健康数据，包括他当时显示的数据可以帮助医生快速的找到他发生什么问题的一个治疗点,概念合成-功能,49
51,那么如果这个数据能够传送到他的一些紧急联系人身上的话就能够。帮助医生更快的锁定他是哪里发生了问题，可以节省接伤抢救的一个时间。,基于功能的评估,50
52,数据节上强度上。包括一些。通知包括一些老人，他现在哪个位置？会把位置信息发送给他的一些联系人。,概念合成-功能,51
53,对于机器人本身的行为。机器人本身的行为，他因为机器人他不可能就是随时被带在身上，他如果是在常放在家里的一个。使用方式的话。放在家里的使用方式，他可能就是记录和。保存这些。可穿戴的一些可穿戴小小组件,概念合成-功能,41
54,我希望他具备一个就是移动小医院的功能.他可以提供一个远程诊疗老人，他可能不方便出门，难道他可以通过机器人跟远程跟自己的医生联系？,概念合成-功能,53
55,三的话是关于一些集中管理的场景。这个地方它集中管理场景的痛点，一个是人数多了之后，它的一些数据怎么去处理和保存？,基于功能的分析,8
56,每个老人他的情况也不一样需要。做到差异化的。模式。,基于功能的分析,55
57,。首先，它功能就可能更多样化的多样化一些，除了能够监测血压。一些很基础的一些基础的监测设备，它还具备一些就是可以模块化的。有很多个接口。可以去实现更多的相关疾病的。疾病的快速检测。,概念合成-功能,55;56
58,数据管理的话，可能就需要一个单独的。单独的一个系统或者APP去进行一个集中管理，,概念合成-结构,56
59,然后比如说张大爷和王大妈他们就是本身可能存在很多差异化的数据。然后对？软件终端系统的数据处理的要求可能会高一些。,基于结构的评估,58
60,他的机器人的行为可能就包括一些例行的检查。然后每天都会去收集一圈这些老人的数据。然后看就记录一下他们的健康状况怎么样,概念合成-行为,59
61,然后会也会设置紧急联系人的.联系人的功能。万1这个老人出现了什么状况，他能够及时的通知他的主治医生和。和他的家人,概念合成-功能,60
62,因为现在就基本上靠护士查房嘛，然后他查房。他们也是轮班制的，没有机器人。机器人这么方便和准确？,基于功能的评估,61
63,然后也是可以提供一个远程的交流。,概念合成-功能,55
64,因为这些集中的养老院，像什么疗养院和医院的话，这些老人可能会。会，他已经在病房里面了，就可能会对情感的要求比前面两种情况更加高一些,基于功能的分析,63
65,然后也是可以去提供一些视频的功能。视频。的功能去联系家人。,概念合成-功能,63;64
66,构上的话，除了多样式多样。多样化的接口。然后更多的是需要有一些存储空间，比如说它可以存放很多个病人的病例,概念合成-结构,55
67,然后可以也可以充当一个就是配送机器人可以把三号床的药给他们送过去,概念合成-行为,66
68,如果它是需要。运送一些需要冷藏的药药或者一些吊瓶的输液瓶的话，可能还需要一些制冷的小冰箱在里面。,概念合成-结构,66
69,然后对它的机械结构，可能除了接口之外，轮子是必须的，然后这个轮子可能要说更高一点,概念合成-结构,66
70,它在医院里穿梭可能环境会更加。复杂一些，所以它需要一些轮子上的。一些质量的要求一些。转向的要求会比较高一些。,基于结构的分析,69
