节点编号,原文,设计行为,源节点
1,先拆分关键词。然后比如说用户是老年人、然后比如说健康陪伴。,基于功能的分析,0
2,看到这个陪伴，想到闺蜜机，针对于陪伴其实能够延伸出来一个就是多场景切换物联网,基于功能的先例,1
3,从这个健康又想到一些现有产品，比如一些穿戴设备。这种健康的指标的量化比如说身体的状态，比如说血糖，心率，现在需要手动记录,基于功能的先例,1
4,因为这个主要就是突然想到老年人经常会驼背或者说头部脊柱生理曲度的变化。是和年龄是有关系，但是和老年人的生活习惯，生活姿态是有关系的，然后可以通过一些训练调整,基于行为的先例,3
5,然后我想到的一个老年人可能确实做了一个体检，然后发现自己问题，医生给了他一些生活方面的建议,基于功能的先例,4
6,就是他的儿女也起不到一个陪伴或者说是督促的作用。然后他们也缺乏自主积极性，然后去也没有那种动力去践行而改变现有的生活习惯。,基于功能的先例,5
7,因为我自己其实体态的问题还是比较大的，然后之前也是了解过方法，时刻的在家里架一个什么类似于相机录像，然后你可能能看到自己的体态。看到自己日常的体态，你会觉得非常丑。然后可能会通过一些可视化处理，能够从一个全新的维度去认识到自己的体态,基于功能的先例,6
8,然后他可以远程诊疗，就是和真实医生进行一些对话,概念合成-功能,6
9,远程治疗生活习惯，比如说刚才聊到了背部记录。这个方面它里面有一些数据采集装置,概念合成-结构,7
10,就是它具体的形式可能，视觉识别应该是必要的。他可能还要放在各个场景下，放在桌面上,概念合成-结构,8；9
11,想到摄像头可以吸附在，比如说橱柜，还有一个可以随意转换,概念合成-结构,10
12,比如说刚才的一定是需要带前摄，用来姿态识别的摄像头是两者功能是重叠的，是可以一起用的,基于结构的分析,7；11
13,可能会有两个摄像头，随意转换方向,概念合成-功能,13
14,就是这个健康可以计算一个投入产出比，智慧诊疗、智能家居符合现有市场，做到这样的垄断地位,基于功能的评估,3
15,我好像对闺蜜机这个形态不是很了解，我只知道他是可以随意活动的,基于功能的先例,2
16,健康。比如说有些老年人需要去。正常配点药但是老年人可能很不在意，越来越严重,基于功能的先例,1
17,可以提醒少吃盐还是去换了一些什么保健品,基于功能的先例,16
18,刚才又想到了一个就是心理方面。就是这个习惯包括我前面说的什么姿态？那是一个他已经其实有很多年，比如说四五十年，五六十年都固定下来都很难改变,基于功能的先例,17；7
19,健康陪伴机器人也不能说是一定要改变。可能这种现有的产品最多到现在都只能是一个辅助，这种东西好像更多的还是依靠自己记住,基于功能的评估,18
20,可以进行三餐记录，依靠用户自己记录相关的食材库,概念合成-功能,17
21,通过扫描标签的信息集合得知血糖、质量等,概念合成-功能,20
22,适合中产家庭的机器人,基于功能的评估,17；19；20；21
23,三餐的健康高低量化是不可行的,基于功能的分析,21
24,但是千人千面定制一份一周的菜谱是可行的,概念合成-功能,23
25,比如说训记app就是一个健身app提供一周的锻炼计划，可调整的习惯定制,基于功能的先例,24
26,这个产品还是要根据医嘱、自身的饮食状态，在实践中形成并且降低学习成本,概念合成-行为,16
27,健康还有心理健康，最近精神内耗这个是热点,基于功能的先例,1
28,人跟人的陪伴还是比较重要的相比一些新技术，虚拟现实对老年人的负担很大,基于功能的评估,27
29,而且老年人身边的伴侣子女邻居都在离去，接受生离死别,基于功能的先例,28
30,现在的沟通就是靠微信电话,基于行为的先例,29
31,比如说外面下雨，不能和朋友去下象棋，可以提供一个虚拟的场景,基于行为的先例,20
32,现在已经有一个象棋机器人了，是一个机械臂+屏幕,概念合成-结构,31
33,自己练棋是有些孤单的，可以有一个多功能的娱乐机器人,基于功能的分析,32
34,为老年人提供扑克、象棋、围棋这些日常娱乐,概念合成-功能,33
35,应该是一个简洁的外形有一个大屏,概念合成-结构,33
