节点编号,原文,设计行为,源节点
1,我们可以从针对不同的老年人的群体，通过场景、环境进行分析。,基于功能的分析,0
2,针对这些给他们一些不同的功能。,基于功能的分析,1
3,然后，我刚刚想到的就是有些老年人他比较喜欢一些小动物，小猫小狗什么的,基于功能的先例,1
4,然后老年人群体可能就是针对那种敬老院或者养老院里的老人。,基于功能的分析,3
5,他们周围那些病房或者房间也是有其他老人在的。,基于功能的先例,4
6,他们可能就是相对来说年纪就更大了，可能跟他们进行交流就比较困难。,基于功能的先例,5
7,我要针对这一部分就相对来说较为年轻，但是又是住在养老院里的老人,基于功能的分析,6
8,他们可能会觉得比较无聊，我就是说跟其他人进行一些娱乐交流就是相对更少,基于功能的先例,5，6
9,他们需要这样一个健康陪伴机器人,基于功能的分析,8
10,形态可能是一种比较毛茸茸的可能会比较好，就是小猫小狗的形态,基于结构的分析,3，9
11,从结构上来说，内部肯定是有很多的那种传感器，然后各种智能的芯片这些,基于结构的分析,3
12,然后我们就先写，再想一下内部的结构。内部的话。肯定是有那种。它是一个机器人，肯定是用那种电脑一样的那种处理器这种芯片这些。,基于结构的先例,11
13,智能的我就不做过多的考虑,基于结构的分析,12
14,然后他肯定是要有一些比较多的传感器的。比如说听觉，因为它要那种进行一些语言处理。声音传感器、振动传感器这些？,概念合成-结构,8，11
15,对老年人他肯定也会比较关注自己的那种身体、健康状况,基于功能的先例,9
16,可以加入一些测血压测测这些。他的那种睡眠这些的,概念合成-功能,14
17,这种传感器，我也不是很清楚它的具体的功能是什么样子,基于功能的分析,16
18,还有测呼吸频率、脉搏、睡眠的传感器,概念合成-结构,16
19,肯定还是有一些输出的模块的,概念合成-行为,3
20,它可以，比如说像小猫一样喵喵叫,概念合成-行为,3
21,看它能不能说话？,概念合成-行为,20
22,也是可以说话的。就这样子，你也迟早一个陪伴,基于行为的评估,8，21
23,那就像和老年人撒娇卖萌这样的,概念合成-行为,22
24,让老年人开心点,基于行为的评估,23
25,说话的话就是提醒老年人当他血压比较高的时候,概念合成-行为,16，22
26,反正这好像是一个提醒，敬老院里面养老院里可能也有那些护士护工会就是做这些。,基于行为的先例,25
27,护工如果人数不多的不够的时候，那机器人提醒可能也会相应的，对老年人健康上有一些帮助,基于行为的评估,26
28,刚才说的是输出嘛，声音输出,基于行为的先例,27
29,如果是那种光电的用光的输出就不需要了,基于行为的分析,28
30,再加一个输出，一些动作上的输出,基于行为的分析,29
31,比如说它有舵机,概念合成-结构,30
32,可以摇尾巴,概念合成-行为,3，31
33,也会有一些其他的那种小猫的一些动作,基于行为的分析,3，30
34,比如说打滚之类的,概念合成-行为,33
35,这是可以给人欣赏上的一些愉悦感,基于行为的评估,34
