节点编号,原文,设计行为,源节点
1,关键词有中老年，健康,基于功能的分析,0
2,功能上是一个可以即时健康服务，可以进行简单的养身指导,概念合成-功能,1
3,有柔和的外观和简洁的造型,概念合成-结构,2
4,功能需要有一个特征，需要利于操作，,概念合成-行为,2
5,行为需要满足日常生活的操作场景,基于行为的分析,1
6,需要有一个交互屏幕，字体和按键大,概念合成-结构,5
7,还可以有自然语音交流功能,概念合成-功能,4
8,用户可以进行问答和显示屏互动,概念合成-行为,7
9,产品需要可以移动伴随，类似监控,概念合成-功能,5
10,最好是浅色或者是暖色,概念合成-结构,3
11,体积适中，适合居家场景自由移动,概念合成-结构,10
12,面向慢性疾病的用户群体,基于功能的分析,0
13,需要有对身体数据的长期监测，配合其他的智能穿戴设备,概念合成-功能,12
14,还需要有快速报警功能，对用户进行阶段性的健康科普,概念合成-功能,12
15,可选择性的对外数据同步,概念合成-结构,12
16,监测类的产品需要让用户愿意穿戴,基于结构的分析,13
17,在结构上需要有舒适性便捷性、产品体量较小，保障产品的日常使用,基于结构的分析,16
18,人可以用语音进行交互，有比较高的识别性,概念合成-行为,12
19,可以将数据统计并可视化形成长期的身体健康监测图表,概念合成-功能,14
20,想到一个智能音箱,基于功能的先例,0
21,可能可以类似这个产品,概念合成-功能,20
22,并且可以进行家具智能中控，中老年健康食谱,概念合成-功能,21
23,用户以语音交互为主，可以联系其他家具大屏进行内容显示,概念合成-行为,21
24,结构上比较喜庆可以融入家居环境,概念合成-结构,21
25,有比较清晰的语音模块，保障识别,概念合成-功能,23
26,我会想到那个机器狗,基于功能的先例,0
27,我想到可以做一个专门为中老年的一个这样的一个陪伴机器人。可能也是一种类似于机器狗的那样一个形态,基于结构的分析,26
28,然后它可以在这个家庭里面去自由的移动活动，,概念合成-功能,27
29,然后可以满足中老年他们的一个热闹家庭的这样的一个需求,基于功能的评估,28
30,是一个可以灵活移动的机器人,概念合成-功能,28
31,他能联系到，比方说老年人他们的手机或者是pad这样的一种在身边的一些屏幕去显示一些健康监测的信息,概念合成-功能,27
32,比如说老年人他们会关注的一些养生的节目或者是他们平时一起出门跳的广场舞，这样的一些活动的通知就会通过这个机器狗它相当于给它做一个记录,概念合成-行为,31
33,这个地方我突然想起来它可以拥有一个那种居家监控的那种摄像头一样，但是他这样就可以灵活的去移动，也方便中老年的子女或者亲戚朋友去观察他在家庭中的一个生活状态,概念合成-功能,30
34,当然这个摄像头的权限需要有这个用户的同意。这样子那个智能音箱这个方案因为它更像是一个居家的中控，,基于功能的评估,33
35,然后这个中控要以健康陪伴作为他的一个重点，移动性不强，但是要有很强的 语音交流模块,基于功能的分析,34
36,因为老年人他会有一些类似于视觉上的一些障碍，或者是减退这样的一些问题。所以如果让他们去看手机，这样的屏幕可能会太小了,基于结构的评估,31
37,但是对于其他的更多的中老年人来说呢，他们可能还是会更喜欢一些这种可以直接用自然语音交流的模块。所以这个这个方案它的重点就在于一定要能保证正常的沟通，然后这个基础上它可以及时的应答并能让中老年人听到,概念合成-行为,35
38,给每一个给这个机器人的每一项指令，最好可以投射到家里的每一个智能的模块上去，比方说像空调窗帘，然后最好像洗衣机或者是一些其他的需要开关的东西。然后说灯光都可以根据这个机器人听到的语音指令去做出反应。,概念合成-功能,37
39,就比较像是一种新闻的播报的那种感觉，然后他们可以在每天早上起来的时候就听到当天的天气情况，然后今天的一些运动上的计划或者是饮食上的计划，或者是看病的一些计划,概念合成-功能,38
40,语音的提醒上面可能中老年人会比一些视觉上的或者是触屏的那种交互好,基于结构的评估,39
41, 之所以想到要喜庆，要能够融入家居环境，是因为很多时候比方说白色的或者是一个圆柱体，长方体的这样一个简洁的造型。,基于结构的分析,29
42,其实老年人他们会觉得不那么亲切，然后觉得这个东西和他的年龄层段有一个距离感，然后这个距离感会影响这个产品的使用,基于结构的评估,41
43,机器的设计上感觉应该更多的考虑老年人他们的一个居家环境里面，比方说木质或者是就是实木质感或者是那种偏柔软的、布艺之类的这种质感的造型去贴合他们的生活，然后让他们觉得是他们年龄阶段应该去消费和使用的一种产品。,概念合成-结构,42
44,屏幕我希望这个产品可以没有屏幕，会影响语音交互功能的一个使用，比方说它上面如果有很多的开关或者是可以去接触的,基于结构的分析,43
45,触屏的话会导致中老年他们在思考要如何这个使用使用这个机器的时候，付出更多的学习成本。,基于结构的分析,44
46,但是直接的自然语音交互的话，可以让它更快的学会使用这个东西,基于结构的分析,40
47,就比方说我见过的。关于家用电器就是电视机的。那种实验里面其实就有说。中老年其实很喜欢智能电视的语音交互功能，他们会觉得你直接说换到哪一个台或者怎么样，然后相应的给你一个反馈，让他们觉得很舒适，一方面舒适，一方面时尚。这是一种符合这个消费群体的一种设计的趋势,基于行为的先例,46
48,然后电视机这种大的屏幕其实可以一定程度上的替代掉这个陪伴机器人的，它的屏幕显示功能，因为电视对于这个年龄。阶段的用户来说是属于是一种常备的产品，然后可能也是一种常量的产品。他每天使用频率会很高,基于结构的分析,47
