节点编号,原文,设计行为,源节点
1,我会按照我惯用的一个思路，然后先去把这个人群定位到然后比如说中老年人再进一步的细分为，就是因为并不是所有的中老年人，可能他都需要陪伴类的机器人，那为什么这一类的中老年需要他们可能比如说在处于一个退休的一个状态,基于功能的分析,0
2,他大概率是空巢老人，或者说两个老人一起独居，就是没有子女陪伴的一个状态。,基于功能的先例,1
3,缺少子女陪伴的时候，他可能需要来这个机器人来帮助他去进行一些健康管理或者说精神陪伴,基于功能的分析,2
4,然后也可以作为他们与子女沟通的这样一个渠道,基于功能的分析,2;3
5,另一方面还可以作为一个这种老年人的工具类的一个产品吧，帮助老年人来处理一些日常中的杂物,基于功能的分析,4
6,第一个的话，我会为老年人设计健康管理机器人,基于功能的分析,3
7,功能点的话可以帮助老年人进行一个定时提醒来试药的一个功能,概念合成-功能,6
8,它可以帮助老年人进行一些药物的储备是一个行走的药箱。然后可以自动帮助老年人去分发药物,概念合成-功能,7
9,老年人可以把他自己的日日常需要吃的一些药物放在这个机器人的一些储储药的箱子里面，然后呢，自行设定好一些相关的，比如说每天要吃多少药的量，然后这机器人就可以根据这个来去帮助他们去进行日常的分发。,概念合成-行为,8
10,比如某一顿需要吃多少药的话，它可以自动从不同的药里面进行提取，然后来直接配好给老人,概念合成-功能,9
11,但是这里可能会存在的一个问题是操作难度上会比较大，设置的方式的话可能不是非常的熟练,基于行为的评估,9;10
12,一方面的话是老年人可以进行一些机械的一些操作按钮,概念合成-结构,11
13,同时他的子女可以通过手机app，从云端上关注到老年人的这样状态，并且也可以远程帮助中老年人来去设置相关饮食，吃药的规律，然后来远程帮助他们去进行一个健康管理,概念合成-功能,1
14,行为上的话，其实这个行为上可能不会有太大的创新吧，因为毕竟吃药机器人本身不是一个很创新的产品,基于行为的分析,6
15,我可能能想到比较创新，就是说它可以自动分发药物，然后自动提醒,概念合成-行为,10;14
16,他可能有点类似于一个小宠物这样一个形状吧！但是他身上携带的有这样一些放药物的不同格子,概念合成-结构,15
17,然后他去给老人分发药的时候，他会自动的，可能在这个机器人的手部，或者说他会有一个专门的区域下面有一些指示灯,概念合成-结构,16
18,比如说需要吃药的话，它可以通过语音提示,概念合成-行为,17
19,其实我之前有我，我有想到说这个机器人要不要非常的拟人化，它可以像一个真正的小朋友一样,基于结构的分析,16
20,但是又觉得可能这种形态的话，一方面是机械结构会比较多，然后不太符合这样一个常规的机器人产品的一个设定,基于结构的分析,19
21,另一方面的话，可能老年人对于这种呃纯机械化的东西可能会比较抵触,基于结构的分析,19
22,不让这个机器人过于机械化。然后可以有一些比较卡通的一个形象的存在，然后能够更加有亲和力一点,概念合成-结构,21
23,这个盒子它可能是一个固定的窗格。然后让老人就是每次去吃药的时候形成一个连贯的记忆，他每次都知道需要在这里取药就可以了,概念合成-结构,22
24,他肯定还可以辅助一些像这种日常健康类的一些监管,基于功能的分析,6;7
25,它可能更加倾向于对老年人的身体进行一个全方位的一个健康管理,基于功能的分析,3
26,这个机器人，他不仅仅是室内使用的一个机器人，他还可以跟随老年人进行一些户外的活动,概念合成-功能,25
27,它整个的一个形象是比较小巧的一个存在，它可能比较类似于手机的这样一个大小,概念合成-结构,26
28,不需要在地上来回移动，老人是需要随身携带这样一个比较便携式的产品，然后在家里的话也可以。可以放在它的一个固定的位置，然后出门的话就可以拿走它的一部分，然后做一个比较变形的存在,概念合成-行为,27
29,室内和室外可以有不同的功能在，在室内对老年人的一个日常饮食。进行监管。然后去监控他们饮食是否符合规律,概念合成-功能,28
30,同时这些他的一个饮食的一个习惯会上传到这个云端，也有远程的这样一个健康管理的医生，或者说子女来进行一个监管,概念合成-功能,29
31,还可以去监控到老人在室外的一个运动情况。可以看到老人身体运动是否达标,概念合成-功能,29
32,他在必要的时候可以去监控到老人，就是防摔倒的功能吧,概念合成-功能,31
33,这些也是比较老套的功能了,基于功能的评估,32
34,"日常饮食健康还有运动健康管理的这些相关数据会上传,有远程医生精确诊断",概念合成-功能,33
35,像这可能是一些比较健康的老年人，他只需要一些饮食管理，运动管理就行了，但是可能有很多老年人，他会有一些呃疾病，比如说糖尿病啊，或者说高血压啊，他也可以把自己的相关健康数据上传到这个健康管理机器人上，然后可以和他们形成一个配套管理,基于功能的分析,34
36,这个行为我可以把它理解为，一方面是老年人的行为，另一方面是这个产品的行为,基于行为的分析,0
37,那么老年人可能在室内的话会把它。放在一个比较固定的一个位置去进行，它有点类似于摄像头这样一个存在，可以进行一些呃呃，就是室内的一些监控,概念合成-行为,36
38,如果是带走带到户外的话，老人可以把它放置到自己的。口袋里或者说和自己的一个吸附在自己的一些电子产品上，或者说扣在自己的衣服上，就可以随身携带出门,概念合成-行为,37
39,它有点类似于那种手表、纽扣的这样一个形态吧，它不一定非常显眼,概念合成-结构,28;38
40,然后在出门的时候，这个机器人会提醒他是不是要选择带自己出门，就是会给他一个相应的提醒,概念合成-行为,38
41,前两个比较偏重于这样一个健康管理。然后第三个的话，我可能会更想让他。偏重一些精神上的健康管理,基于功能的分析,6;26
42,这里的一个重点就在于陪伴这两个字，因为其实健康管理没有太多可以创新的点嘛，因为现在很多这种类似的产品像药物管理啊，或者说健康。血压，血糖管理啊！都有很多产品可能已经在做了，并且做的比较成熟了,基于功能的分析,41
43,然后精神管理的话，我觉得是老年人也比较需要关注的一个点，因为很多老年人他刚刚退休，在精神上不是非常能够接受自己处于一种比较清闲的一个状态，然后会出现一些比较焦虑的情绪，这也是非常常见的,基于功能的先例,41
44,但是他们可能有很多种就是不同的缓解的一个方式，可以从不同的渠道来缓解老人的这样焦虑状态,基于功能的先例,43
45,可以从因为人的一个精神健康，他可能有不同的一个获取的渠道，一方面是来源于老人自己的一个精神健康的一个环节，另一方面，他可以从外部的渠道去获得到一些精神的环节，建立到一些亲密关系的一些人，自己的伴侣，或者说自己的子女获取到一些健康，精神健康的环节,基于功能的先例,44
46,然后从自己出发的话，可以去帮助老人培养。一些个人的兴趣爱好。比如说呃老人喜欢唱歌或者说跳舞就可以这个机器人来陪伴他去进行一些相关的活动,概念合成-功能,45
47,亲人与亲人之间，可以去帮助老年人和身边的亲人去建立联系,概念合成-功能,45
48,比如说伴侣、子女可以同步老人的精神健康，机器人可以自动的去为他们出谋划策,概念合成-功能,47
49,比如说告诉他的子女说，当前自己的母亲是处于一个比较孤独的一个比较焦虑的一个情绪，然后去提醒他们去，常常去关心这个老人,概念合成-行为,48
50,为老年人他们会有自己的社交圈，他除了亲人以外，会有自己的一些朋友，然后比如说以前那些同事啊、自己的邻居啊之类的，他们会常常进行一些社交活动，,基于功能的先例,45
51,但可能这些社交活动相比于年轻人来说，它没有那么的紧密，但老年人常常可以在这些活动里面获得到很多的一些精神支柱,基于行为的分析,50
52,可以帮助老年人去践行建立一个类似于朋友圈的东西,概念合成-功能,51
53,然后来帮助老年人关注到与他关系比较好的一些其他的朋友，他们的一些生活状态，然后和可以让他们进行一个互相的激励,概念合成-行为,52
54,然后从形态上的话，它有点类似于小度智能屏天猫精灵或者说智能屏这种,概念合成-结构,53
55,然后它不需要有这种可以移动的功能，就是比较固定,概念合成-结构,41
56,它有点就比较像我们常用的这种智能助手，就是可以与他进行对话交流,概念合成-行为,55
