节点编号,原文,设计行为,源节点
1,老年人他的一个。呃，从60岁以后到80岁中期间，他其实每个它可以分为很多个阶段，他们一个阶段的一个行为特征非划分非常明显,基于功能的分析,0
2,然后对于有一些没有行，呃行动能力的老年人来说，它的呃健康陪伴机器人它是。主要就是为了去保障他的一个正常的生活，然后去帮他解决一些行动上的问题，,基于功能的分析,1
3,或者是，呃，联系上就是跟外界联系的一个问题,基于功能的分析,2
4,然后对于一些就是刚刚进入衰老化的一些老年人来。说他们的健康机器人更多的著作方面是养生方面，一个康养生活对于一个开启,基于功能的分析,1
5,然后其实。呃，在我的想法里，还有一个比较值得关注的点，就是一些退休，然后到了养老生活中间的这些正在进入养老。嗯，一的一些老年人，他的心态会有一些转变，然后会有出现一些嗯，不同的心理问题，或者有一些生理上的一些呃反应,基于功能的分析,1
6,他们这个样子就是突然一下就不用工作，然后。会迎接一些新的一些新的生活。他会有一些。嗯。比如说吃葡萄这样的生理上的不适，然后还有一些心理上的恐慌，就觉得闲不住。,基于功能的先例,5
7,嗯，这一类的我想到了一个机器人，就是可以针对他们有一个嗯。就是这个，它更偏向于一个智能嵌入的一个。就是。智能家居的那种状况,基于结构的分析,6
8,然后可以跟他。嗯，对未未来的老年生活进行一个规划,概念合成-功能,6;7
9,然后还有一些建议，然后对于老年人出现的各种心理上立场不适给予一些。嗯。就是针对性的一些建议或者提及时提醒就医,概念合成-功能,6;7
10,还可以跟其他老年人一个社交，就是交流，进入退休生活中，分享他们的乐趣,概念合成-功能,6;7
11,然后带他真正就是过完成好这个过渡,基于功能的评估,10;5
12,然后第二方案针对的人群就是那种就是情，就是因为常态的行动不便,基于功能的分析,2
13,对于很多人来说。呃，现在其实有其他更多的辅助机械,基于功能的先例,12
14,但是有一些老年人他们生活中。比如说盲人，就是他们对生活中的。每年放开的导盲犬的数量是有限的,基于功能的先例,13
15,我觉得还现在可以结合一些，就是识别技术对于一些东西的分类,概念合成-功能,12
16,养老的最叫后期阶段，他们对物品的分类还有特别是药物的分类，会有一些就是记忆性。呃，会记不清，或者就是分辨不清,基于功能的先例,15
17,这个东西是需要一个就是。有一类似于生活管家对生活一个长期记录的一个机器人可能会帮助到,基于功能的分析,16
18,第三个我觉得就是我脑子里面第一想法其实比较俗套，性质的就是更偏向于助手的那一类人,基于功能的分析,2
19,就是当老年人，他的一个机能的一个逐渐的退化，然后。嗯。对于就是举不到一些。嗯，动物搬不动，然后。对于一些比较高的地方的东西,基于功能的分析,18
20,它。不太不像以前一样，就是可以借助家庭用梯或者小凳子上去拿,基于行为的先例,19
21,这些，但是这个整体的家装的机器人，它的成本和一些。需要考虑的更多！,基于结构的评估,20
22,对于第一个方案，还有一个子分类的一个。情况就是对于这些有余力的老人，他们展开的一些。就是对于这个市场,基于功能的分析,11
23,它其实已经不需要这样的劳动力了，但是他们可以从事一些呃文化娱乐的。嗯，是工作的贡献这。跟体力劳动,基于功能的先例,22
24,对于还有一些就是老年人他。嗯，心理上的话有。找不到渠，有找不到渠道去疏解这些问题的状况，在这样的状况下，他们可能。嗯。需要一个非常详细的指导，然后但是这个指导。,基于功能的分析,  
25,目前可以就是其他智能手机，,基于功能的先例,24
26,但是对于有一些老年人来说。这个它作用可能不太够,基于功能的评估,25
27,然后另一个情况就是。嗯。适用于老年人，但是用户群体可能是嗯。子女年轻人他们无暇顾及的情况下会有一个嗯。问题会有一个老年人遇到什么东西，但呃就是报喜不报忧。,基于功能的先例,11
28,子女需要想要知道这些情况需要需要一些日常生活的记录,基于功能的分析,27
29,但这个记录会有一个。嗯，这老年人问题就是。如果是生呃。对于一个生活。不习惯管。不喜欢管束的生活,基于功能的评估,28
30,然后另一个问题就是老年人的隐私问题。对于这个，他们必必须得做到尊重，然后在不习惯管束生活的时候你。当然就是身体健康是非常重要，但是如果不顾他不顾老年人的意愿的话也是不行。嗯嗯,基于功能的评估,29
31,老年人隐私这一部分，我们可以就是不以监控的状态,概念合成-行为,30
32,对老年人的生活这个，而是一些数据上的一些。记录，然后以及一些分析,概念合成-行为,31
33,包括现在。AI大多数已经能做到,基于行为的先例,32
34,然后还有前嗯？对于老年生活还有一个心理问题的，上面还有一个就是。呃。朋友的转变就是朋友的范围，从同事。同事的比例大大降低，然后自己的圈子要开拓一个新的圈子，老年人的社交也是一个比较呃值得关注的问题。,基于功能的分析,10
