节点编号,原文,设计行为,源节点
1,"Because of the first idea, he focuses on a companion focused on the young, middle and old; the keyword; the ""companion"" is the ""companion"".",基于功能的分析,0
2,So I was wondering if he could come along with some form of conversation and then focus on some health or some other emotional issues.,概念合成-行为,1
3,The device is a hardware device like a little puppy or a Titan elf.,基于功能的先例,2
4,"The result is a lot of noise, and some of the voice output is on AI, like ChatGPT.",基于功能的先例,3
5,Some of the ways that some of the high-intensity conversations are done is to be smarter and then communicate with the older people about some of the ideas they have in their free time.,概念合成-功能,4
6,"For example, they're going to ask you today, what kind of food do you want to eat today, what kind of food do you want to eat every day, etc.",概念合成-行为,5
7,"Some of the things he does every day or some of the things he feels, and then he can write down some of his thoughts or some of his thoughts or some of his thoughts on some of the things he's feeling today.",概念合成-功能,5
8,"So you can, for example, form some weekly or periodic reports, like how much he was today, how much he spoke today, how much he talked to him, what he talked about tomorrow, and so on.",概念合成-功能,6;7
9,"Then, for example, he is in a long-term high-strength, high-persistence, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation, high-conversation,",基于行为的分析,8
10,"And then the words like that, like, ""I want to"", and then you can also notify his guardian to take note of the problem.",概念合成-功能,9
11,It looks something like this. It's a hardware outfit with AI dialogue and mobile app connectivity.,概念合成-结构,10
12,"The second health robot, on top of one of his keywords, is his health.",基于功能的分析,0
13,"I think the point is that it's probably not a special outdoor outdoor thing, not a standalone product.",基于功能的分析,12
14,"And the most commonly used is the one that's more geared towards, say, the smart home on the refrigerator.",概念合成-功能,13
15,Because a lot of people are now focused on dietary health.,基于功能的先例,14
16,"But it's not that they have one, it's that they have a smart home.",基于功能的分析,15
17,The following is a list of some of the most common behaviors and habits that people have in the past.,概念合成-功能,16
18,"For example, he went out today. What kind of food did he like to eat or put in some kind of food or something?",概念合成-行为,17
19,Or maybe some of his purchases are frequent.,概念合成-行为,17
20,The ingredients,概念合成-行为,17
21,Because a lot of it is a way of life now.,基于功能的分析,17
22,"For example, if you have a robot that is not a ""helper"" type, you can say that it is not a ""helper"" type.",基于功能的分析,21
23,It can plan my daily diet based on the ingredients and the cycle I put in.,概念合成-行为,18;22
24,"It's also a healthy, healthy eating management, and then it's also a daily companion.",基于功能的评估,23
25,"For example, if I put more vegetables in the box, I'll have to add more vegetables.",概念合成-行为,23
26,Because now there's a lot of that blue light on the refrigerator that can increase the vitamin C content of food.,基于功能的先例,25
27,"And then it would be able to be based on, say, the type of fruit you recently ate, or the vitamin C content of blueberries, or some foods that are relatively rich in vitamins, and some other trace elements.",概念合成-行为,26
28,"And then if there's a lot of that food, then you need that blue light to regulate itself.",概念合成-功能,27
29,"It would give a robot a blue light exposure to the space after they know I have a habit of buying a lot, they need users to control the area; better preservation of the materials in the space.",概念合成-行为,28
30,"The second option is the refrigerator, it's just one device.",基于功能的评估,14;29
31,"Because if you're talking about the whole house, then you can say, for example, there are some lights and so on, others. There are some thresholds, or cameras?",概念合成-行为,30;16
32,"It's a system that's like a whole house, a bigger robot.",基于结构的评估,31
33,The third is mental health.,基于功能的分析,0
34,Because I think robots are probably more like virtual assistants.,基于功能的分析,33
35,"And then I thought, well, middle-aged people have emotional problems now, like widows and divorces.",基于功能的先例,33
36,"And then you think, well, they need something like a relationship, or a need to find a common ground, like square dancing.",基于行为的先例,35
