节点编号,原文,设计行为,源节点
1,"The first is a healthcare robot, which has to have some kind of health and safety monitoring function, and the second is a healthcare robot.",基于功能的分析,0
2,"And then through some interactive software, you can then be able to broadcast in real time to your loved ones, including your children.",基于行为的分析,1
3,"And I think that the most important thing is to think about the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of the surveillance, the frequency of",基于行为的分析,2
4,"And then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the problem of the elderly, and then there's the",基于功能的先例,3
5,I feel that the product I designed is primarily about solving the problem of caring for the disabled.,基于功能的分析,4
6,"And then? The feature point, the feature point is first of all, you need to have audio-video phone interaction.",概念合成-功能,5
7,The study also found that the use of the drug in the elderly can reduce insomnia and anxiety.,概念合成-功能,5
8,"The system will also include automatic monitoring alarms for heart rate, respiratory and respiratory abnormalities.",概念合成-功能,5
9,"For example, there may be some text files here, which can be connected through some software.",概念合成-行为,8
10,"For example, if you notice that your family's heart rate is rapidly rising to 150 at a certain time, such as 7:20 a.m., please pay attention.",概念合成-行为,9
11,"It may also include some common scenarios such as elderly people, some self-discomfort, and some need for fall alarms.",基于功能的先例,8
12,"If you fall abnormally, I call you ‧ leave the window‧ one item ‧ one tenth ‧ not picked up ‧ a little bit automatic ‧ automatic rescue ‧ automatic rescue function ‧",概念合成-功能,11
13,The first word may need to be supplemented to be able to do the usual daily care and attention.,概念合成-功能,5
14,"The second word. as a companion robot, maybe the first one is to be a companion in terms of health, and then the second one I think might be to be a companion in some of my own leisure activities, but I think it's a little bit more complicated than that.",基于功能的分析,0;1
15,"So it would have to have some kind of application, like something that's common now, like some cell phone or some tablet.",概念合成-功能,14
16,"And then it can also do some of the other things like take care of the video, and so on and so forth.",概念合成-功能,15
17,"In addition to this leisure function, he will also bring some video entertainment, some exclusive to his care, remember for me.",概念合成-功能,16
18,"He may have his own hobbies, like the old man now, including chess, writing perhaps.",基于功能的先例,17
19,"He will be a robot like AI, in addition to health companions, then there are some companions on top of the needs in some aspects of leisure entertainment, including chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess, chess,",概念合成-功能,18
20,"The third word, perhaps, is a question of some health issues, such as old age.",基于功能的分析,0
21,"And then there are more elderly people, and then as they get older, there are more cardiovascular problems, like some strokes or cerebral palsy, and then there are more people who have a lot of problems with their brain.",基于功能的先例,20
22,He may need medical attention for a brain tumor or a head injury.,概念合成-功能,21
23,There may be some stimulators on the market today.,基于功能的先例,22
24,I feel like I can combine this with a healthy companion robot.,基于功能的分析,23
25,"Yes, and then the other elderly person may have a greater sleep and a greater problem with healthy sleep. He may have some anxiety, insomnia or depression, etc.",基于功能的先例,20
26,"We're going to do a design that's specific to these issues, and then we're going to do a design that's specific to those issues.",基于功能的分析,25;21
27,"It may be a form or structure, it may be more of a stimulus like a headband.",概念合成-结构,26
28,The brain is a tool for stimulating health.,概念合成-功能,27
29,"To address the brain health issues of older adults, a complex functional integration is done in combination with some specific conditions that may be present, such as neurological, or dementia, stroke, cerebral palsy.",基于功能的分析,21
