节点编号,原文,设计行为,源节点
1,I'm going to start by thinking about what the existing product might look like.,基于功能的分析,0
2,"My first reaction might be to think of the Apple Watch shape, the little schoolboy sound.",基于功能的先例,1
3,"Similar to this, it may be considered a voice assistant in the broad sense, but may not be a robot category.",基于功能的评估,2
4,I wonder what the needs of middle-aged people will be.,基于功能的分析,1;3
5,"The only thing that can be done is to get the person to talk to him, which is something that any current intelligent agent can do.",基于功能的先例,4
6,"The second thing you might do is set up reminders, take medication, or remember something that you forget easily, the feeling of forgetting.",基于功能的先例,4
7,"And then you might need to have some features, like some encyclopedia in life.",基于功能的先例,4
8,"Or the solution to a problem, because middle-aged people may have some problems that are out of date.",基于功能的先例,4
9,And then there's probably a feeling of senior college on top of that.,基于功能的评估,8
10,And then the conversation might be a little bit more like this.,基于功能的评估,5;9
11,"The chat may be more about addressing spiritual needs, sending time and so on.",基于功能的评估,5;10
12,"Some may be widowed or single, with children who are not around often and need to talk.",基于行为的先例,11
13,"And if you're not in good health, you may need some help with your life.",基于功能的先例,4
14,"For example, as a crutch.",概念合成-结构,13
15,And then as a navigation for the trip,基于功能的分析,14
16,"If you're going out, I think it should be a little bit more prominent, which is a little bit strange.",基于结构的分析,14;15
17,"Or it can take many forms, one at home, one outdoors.",基于结构的分析,16
18,I was wondering if I could offer some more life support.,基于功能的分析,4
19,"I'll start by sorting out the big points, chat reminders and encyclopedias, which are actually life-help. I'll list some more points and summarize them, otherwise I'd like a framework now, summarize a little too little, summarize not so much.",基于功能的评估,5;6;18
20,"I'm just wondering if, in terms of functional and structural behavior, innovation is really going to be able to meet some of the needs of fitness.",基于功能的分析,4
21,Because middle-aged people may prefer square dancing.,基于行为的先例,20
22,I'm not sure if I can do that.,概念合成-行为,21
23,Or maybe there's some kind of intelligence in there that can play chess with middle-aged people.,概念合成-行为,20
24,"I'm a cook, but I think middle-aged people should be taught to cook.",基于行为的先例,20
25,And there are some healthy tests.,基于功能的分析,20
