节点编号,原文,设计行为,源节点
1,The first thing that comes to mind is that the middle-aged people are the ones who are going to be the first to be in demand.,基于功能的分析,0
2,"Since the product is intended to accompany the health aspect, the first thing we want to know is: are middle-aged people in? physical health and mental health may be present in both?",基于功能的分析,1
3,"And then because first of all, considering that the robots they can provide are the companionship on the body and mind that is not very similar to what normal humans can provide, then you think about what they are different from humans. Maybe in function. What are the things that humans can't do and what are the things that humans can do but robots can't do.",基于功能的分析,2
4,"The middle-aged group has their own needs regarding physical health and mental health. Some accompanying needs, then physical health may be described as including physical decline or in some diseases.",基于功能的分析,2
5,"And then on a spiritual level, maybe it's accompaniment.",基于功能的分析,2
6,"Then he wants to make a healthy companion robot. He wants to give middle-aged people something that humans can't do. The first thing he might do is say, ""What do you think? It can. It can provide more comprehensive testing"". Then he wants to be able to be around middle-aged people all the time.",概念合成-行为,3
7,"Then there is the possibility that it could be able to provide some precise data, even calculations by artificial intelligence, to provide some precise needs that the individual needs.",概念合成-功能,4
8,"And if it is at the mental level, then the robot can't provide something like humans, for example, the emotional ones, the precise control or the ability to communicate with the elderly.",基于行为的分析,7
9,"One thing that comes to mind here is that middle-aged people, in fact, they will, and there may be some barriers to communication.",基于功能的先例,8
10,"Now I think that many robots he may have... are all in Mandarin or not? is more correct, or the conversation with the AI, maybe some comparison... accurate, then very correct language to communicate with the user, but for the middle-aged group, the words may be at the level of communication, for example, a lot.",基于行为的先例,9
11,"But for the middle-aged, it may be at the level of communication, for example, a lot. Many middle-aged people do not speak Mandarin well, and then maybe their ability to understand the language is limited.",基于功能的分析,10
12,"That word might be something that needs to be done for the robot to communicate. Something that needs to be done is to design specific functions. Say a dialect, and then train a language model that is more geared toward middle-aged communication.",概念合成-行为,10
13,"The word ""look"" is because I've seen some of the accompanying robots before, they may be more traditional ones, like the image of the machine, and then like the four-legged robot, which is, what?",基于结构的先例,6
14,The most shocking thing for middle-aged people is that they may be a little afraid to see something that is machine-like.,基于结构的评估,13
15,So it's a change from a machine form to a more soft mindset.,概念合成-结构,14
16,"Like the one that Japan had done before. The machine shape of a companion cat, it seems, is to make the shape into a fluffy texture, and then curl up in his arms like a cat.",基于结构的先例,15
17,"The functional structure above, as mentioned earlier, is: physical health is actually a more important aspect for the elderly. How should our robot guard some of the numerical data of his entire body or some of the testing points needed for his current disease?",基于功能的分析,7;13
18,And then we need to consider how our robots are supposed to do those things.,基于功能的分析,4;17
19,"And then the words, 'Because we're talking about the master or the companion, he can't just say it like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like a medical device, you can't be like",基于结构的先例,5
20,"So, from the perspective of companionship, it's a little more subtle, it's being able to hope for it to be more subtle, like a sensor and then a camera.",概念合成-结构,19
21,"Or from some more subtle interaction, like I can hold him, or from shaking hands with him and his mom and so on.",概念合成-行为,20
22,"And then, in addition to the possible care we provide, we provide some concrete help in the process of doing this health accompaniment, of course, in addition to monitoring.",基于功能的分析,21
23,"And then, in addition to the possible care that we can provide, we can also provide some specific help in the process of doing this healthcare, in addition to monitoring.",概念合成-行为,19
24,"The problem is that the robots are not able to help us in any way, and the robots are not able to help us in any way.",基于功能的评估,23
25,It may be a verbal reminder. Prepare some medicines or health care products that the elderly need to take regularly.,概念合成-功能,24
26,"And then maybe if you want to be a little bit more innovative, you just suddenly think, can you not make this robot into an adult?",基于结构的分析,25
27,"For example, he is a wheelchair, which he usually sits in. Or a massage chair. He is a piece of furniture. He is not a person or an animal.",概念合成-结构,19;23
28,"In this way, the kind of companionship it can provide is even stronger, which is that it is integrated into the lives of each of us.",基于结构的评估,27
29,"Then he would not have a sense of being either. This might be a comparative idea of a spacewalker, if it exists in the form of a chair or a wheelchair.",基于结构的评估,27
