节点编号,原文,设计行为,源节点
1,"I think of middle-aged people! Then I think of my grandmother, who I always thought was middle-aged in China, but she's not middle-aged, you can call it a ""big-ass"" and it's a more friendly word.",基于功能的分析,0
2,It's better to think. Their image is that they like to dance in the square.,基于功能的先例,1
3,The first one is related to square dancing.,基于功能的分析,2
4,And one of the biggest things it does is sound.,概念合成-功能,3
5,"I'm not very fashioned, I'm kind of a little bit more grounded.",基于结构的分析,4
6,"The sound is intelligent, and the voice is actually quite intelligent for them. But in this outdoor environment, which is also quite rough, it requires some physical manipulation.",基于行为的分析,4
7,Speech is related to their normal language habits.,概念合成-功能,6
8,"The main function of this speaker is to define it a little bit smaller, and look at it this way.",基于功能的评估,4
9,"You can also enjoy fun, exercise, and Tai Chi.",概念合成-功能,8
10,"And this robot is a humanoid robot, a fitness trainer.",概念合成-结构,9
11,"It's responsible for taking them to exercise every day, or it's its detection module or its sensory module, video module to monitor the monitoring of the movement.",概念合成-行为,10
12,The most common companion robot is a health monitor.,基于结构的评估,11
13,"The elderly are often cooking, and buying and cooking food is something that needs to be monitored.",基于功能的分析,1
14,"So the second robot, I think it's related to his normal movement.",基于行为的分析,13
15,"The first thing that comes to mind is that the shape of the outer skeleton is a kind of ""shaped"" shape.",概念合成-结构,14
16,Now the elderly have difficulty getting up and down the stairs and other mobility issues.,基于功能的分析,15
17,"The building is in a very bad shape, probably a cane, but it is not a concrete structure.",概念合成-结构,16
18,"He is a transformer, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a transvestite, a trans",概念合成-结构,17
19,He came with a shout.,概念合成-功能,18
20,"The bright side of this concept, especially in this case, is that you have a relationship with him.",基于功能的评估,18
21,"The third health companion robot, doing this medicine is related to the",基于功能的分析,0
22,"The thing about that drug is that it's a reminder, and then you know what you're eating, what calories you're eating, or a nutrition and health plan.",概念合成-功能,21
23,"The younger ones are more likely to be exposed to something new and interesting, and the more likely they are to be exposed to something new and interesting.",概念合成-功能,22
24,"And the first thing that I want to say is that the two-dimensional world of the original God has a kind of knowledge that introduces a new world, or a kind of knowledge of the young.",基于功能的先例,23
25,"Second, it's definitely a fun initiative, an open curiosity, from tradition to the present.",概念合成-行为,23
26,The news can be humorous and interactive.,概念合成-功能,25
27,"The last one is healthy, the simplest guiding emotion.",概念合成-功能,23
28,"The chronic disease is one thing, but not understood.",基于功能的分析,0
29,The story is related to the so-called biography generated trash cans.,概念合成-功能,0
30,Encourage older people to remember their lives and be perfect listeners,概念合成-行为,29
31,AI is used to visualise or translate the lives of older people into art.,概念合成-功能,30
32,"In the process, the elderly can debug, for example, the accuracy of the image",概念合成-行为,31
33,Because the old man has a lot to say.,基于行为的分析,30
34,Old people may like the cheap,基于功能的先例,1
35,Make the perfect work manager,概念合成-功能,34
36,Get information about nearby offers,概念合成-功能,35
37,"Record the amount of the offer and the profit, such as the price of the bottle sold",概念合成-功能,36
38,It's a reward for sustainable behavior.,基于功能的评估,37
39,The Great Wall of China is a beautiful place.,基于功能的先例,1
40,"I'm going to make a web surfer, a social robot.",基于功能的分析,39
41,Help photograph and produce content and share it,概念合成-功能,40
42,The interaction with netizens is immersive,概念合成-功能,40
43,There are also social functions that are necessary for family.,概念合成-功能,40
44,"It may be the social routine of the web, becoming a physical routine.",基于功能的评估,42
45,These two are more like small functions.,基于功能的评估,31;35
46,This relationship focuses on human-machine life.,基于行为的评估,23
47,This is an optimization of the existing,基于功能的评估,40
