节点编号,原文,设计行为,源节点
1,The first thing that came to my mind was the physiological behavior of middle-aged people.,基于行为的分析,0
2,If they are in a situation where they are suddenly ill or something may need to be able to inform the young person in time,基于功能的分析,1
3,I think I'm going to give some health monitoring tips to young people.,概念合成-功能,2
4,"And then I actually think that there's a lot of these robots on the market, like some Apple Watch, that actually do that.",基于功能的先例,3
5,So I thought the breakthrough might be a quick notification.,概念合成-功能,4
6,Or maybe some of the emotional aspects of the elderly can be given more attention.,基于功能的分析,0;5
7,"Because I had an idea of something similar before, and then we did something that was kind of like a hanging calendar.",基于结构的先例,6
8,Because there was a sister who said that his grandmother was older and they didn't use cell phones or electronics.,基于行为的先例,7
9,"So we thought, can we compare something that they use frequently from their daily lives and then we can make a modification of it as a medium?",基于行为的分析,8
10,He's been telling his kids about some of his health or emotional needs.,概念合成-功能,9
11,The first is some of the commonly used items that older people come into contact with on a daily basis.,基于行为的分析,9
12,"The idea is that the kind of electromagnetic calendar that you can hang, it can be something like a desktop, that you can put on your desk and it shows the date today.",概念合成-结构,11
13,"And then it's going to do a linkage with some of the watches in the bottom of the hand, and then it's going to synchronize the data to this pendulum, and then it's going to be more convenient to tell his kids because he's going to be in touch with it every day.",概念合成-功能,12
14,"The second is if it's in terms of companionship. I might think of pets. Because now in our society, there are more and more families that have pets.",基于行为的分析,0
15,"I have a lot of middle-aged people around me who, if they're alone or if they don't have young people living with them, they often take a few cats or dogs or something to go with them.",基于行为的先例,14
16,"And then I thought, if you look at it, you could make something that looks like a cat dog or a bird, and there are a lot of older people who like to keep birds, and these are the smaller ones that look like they're going to be able to do that.",基于结构的分析,15
17,"I think it's a habit of animals to think about a specific function, like a dog, which may need to eat something often, and then a cat needs to feel that kind of touch.",基于功能的分析,16
18,"The cat-like robot, if you touch it, the cat might have some sort of feedback, some kind of interaction, etc.",概念合成-行为,17
19,"And then the bird can just do that. For example, an old man who wants to listen to a song now, and then he can have a conversation with the bird, is actually similar to that little love classmate.",概念合成-行为,17
20,We'll have a conversation and then go to their little chat room and have some fun.,概念合成-功能,19
21,"The first is that they need their children to take care of them, and the second is that they need machines to take care of them.",基于功能的分析,3;14
22,"Thirdly, I want to take care of the elderly. They often like to go dancing in the square or playing cards together. They also have their own social circle.",基于行为的分析,21
23,"Because my house is a small park downstairs, and then there's a lot of them every night, and the old people are dancing in the square, and then on their side, our park is divided into three parts, one for social dancing, one for square dancing and one for basketball, but those aunts also like to occupy the basketball court.",基于功能的先例,22
24,"And then the young people who don't have a place to exercise, I might think, because dancing in the square is a very necessary activity for them, because they don't have anything to work for, they just need some luxury in life.",基于功能的分析,23
25,"Some sports are still important for them in their free time, because they can enrich their social life and also benefit their physical and mental health.",基于功能的分析,24
