节点编号,原文,设计行为,源节点
1,We can analyze the situation and the environment from different groups of older people.,基于功能的分析,0
2,The project is aimed at providing them with different functions.,基于功能的分析,1
3,"And then I just thought, some old people, he likes little animals, little kittens, little dogs, whatever.",基于功能的先例,1
4,The elderly may then be targeted at the elderly in the nursing home or nursing home.,基于功能的分析,3
5,The elderly are also in the same room or rooms as the patients.,基于功能的先例,4
6,They may be relatively older and may be more difficult to communicate with.,基于功能的先例,5
7,"I'm going to target this segment of people who are relatively young, but also older people living in nursing homes.",基于功能的分析,6
8,"They might find it more boring, I mean, having some fun with other people is relatively less.",基于功能的先例,5;6
9,They need a healthy companion robot like this.,基于功能的分析,8
10,"The shape may be a more fluffy one, which may be better, is the shape of a kitten or a dog.",基于结构的分析,3;9
11,"Structurally, it's definitely the kind of sensor that's inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and then all the smart chips that are inside, and all the smart chips that are inside, and all the smart chips that are inside, and all the smart chips that are inside, and all the smart chips that are inside, and all the smart chips that are inside, and all the smart chips",基于结构的分析,3
12,"Then we write, think about the internal structure. The internal word. There must be such a thing. It's a robot, it must be the same processor with the same chip.",基于结构的先例,11
13,I don't think much of the smart.,基于结构的分析,12
14,"Then he would definitely have to have some more sensors; say hearing, because it would have to do some language processing; sound sensors, vibration sensors, etc.",概念合成-结构,8;11
15,He is also more concerned about his own physical and health condition.,基于功能的先例,9
16,I'm going to add some blood pressure tests and stuff.,概念合成-功能,14
17,"And this sensor, I'm not sure what it actually does.",基于功能的分析,16
18,"Sensors that measure breathing, pulse, and sleep",概念合成-结构,16
19,There must be some output modules.,概念合成-行为,3
20,"It can, for example, bark like a kitten.",概念合成-行为,3
21,"""Can it speak?""",概念合成-行为,20
22,I'm not sure if you can talk.,基于行为的评估,8;21
23,It's like selling mushrooms to old people.,概念合成-行为,22
24,How to Make Older People Happy,基于行为的评估,23
25,Talking is a reminder to the elderly when their blood pressure is relatively high.,概念合成-行为,16;22
26,This is a reminder that nursing unions in nursing homes may be doing this.,基于行为的先例,25
27,"If the number of nurses is not enough, the robot may also be able to remind them, which may help in the health of the elderly.",基于行为的评估,26
28,"So what I just said is output, sound output.",基于行为的先例,27
29,"If it's the kind of light that's going to be used to produce light, it doesn't need to be.",基于行为的分析,28
30,"So let's say that we add an output, some action output.",基于行为的分析,29
31,Let's say it has a shutter.,概念合成-结构,30
32,The tail can be shaken.,概念合成-行为,3;31
33,And there's a lot of other movements that the kitten does.,基于行为的分析,3;30
34,"And then there's the whole ""rolling"".",概念合成-行为,33
35,This is a pleasure to be able to enjoy.,基于行为的评估,34
36,The words are particularly sweet.,基于结构的分析,10
37,"The color I think is more orange, orange, or yellow, is the cat.",概念合成-结构,36
38,It's also a lot brighter.,基于结构的评估,37
39,"The elderly may also have a visual impairment, and then the more vivid colors will look more vivid.",概念合成-结构,38
40,The second option I have is to target the empty nest.,基于功能的分析,1
41,He is relatively wealthy.,基于功能的分析,40
42,"But his family, his children, his grandchildren, are not around.",基于功能的分析,40
43,He is also in a relatively less need of care in his life.,基于行为的分析,40
44,"He may be with his old partner, but he wants to support each other.",基于行为的分析,43
45,The main thing is that it is a spiritual vacuum.,基于行为的分析,42
46,The first thing that I want to do is to ask the people of the world to come and see if they can have a machine like this.,概念合成-功能,45
47,The words are more lovely in form.,概念合成-结构,46
48,It must have sensors inside it.,概念合成-结构,47
49,"The sensors are also used to get some attention and care for the health of the elderly, like blood pressure, just like the previous one.",概念合成-行为,18;48
50,Because chatbots are hotter now.,基于行为的先例,46
51,It is also functionally certain and should be used with older people.,概念合成-行为,47
52,I think there used to be a robot companion.,基于行为的先例,51
53,"But still, if an elderly person or user asks him a question, he will answer it.",基于行为的先例,52
54,But he didn't say that he was the first to talk to others.,基于行为的先例,53
55,I hope the robot can talk to people first.,概念合成-行为,54
56,I can tell stories and remind the elderly.,概念合成-行为,55
57,"The old man he probably cares about that kind of calendar, that kind of rhythm, because they're more traditional, more caring.",基于功能的先例,56
